Year,Round,Team,Score,Margin,Rainfall(mm),,,
2019,R9,Geelong,133,44,0,,,
2019,SF,Geelong,88,20,0,,,
2018,EF,Geelong,46,-29,3.6,,,
2018,R1,Geelong,97,3,15,,,
2018,R10,Geelong,73,28,0,,,
2018,R11,Geelong,121,85,0,,,
2018,R12,Geelong,96,37,0,,,
2018,R13,Geelong,65,-18,18.8,,,
2018,R15,Geelong,101,-2,0,,,
2018,R16,Geelong,71,12,0.2,,,
2018,R17,Geelong,97,-15,1.8,,,
2018,R18,Geelong,100,2,2.6,,,
2018,R19,Geelong,120,42,0,,,
2018,R2,Geelong,117,-1,0,,,
2018,R20,Geelong,82,-3,0,,,
2018,R21,Geelong,60,-11,10.2,,,
2018,R22,Geelong,158,133,1.4,,,
2018,R23,Geelong,142,102,0,,,
2018,R3,Geelong,80,-15,0,,,
2018,R4,Geelong,103,47,7.2,,,
2018,R5,Geelong,84,34,1.4,,,
2018,R6,Geelong,69,-17,0,,,
2018,R7,Geelong,93,61,0.4,,,
2018,R8,Geelong,66,21,3.7,,,
2018,R9,Geelong,50,-34,3.6,,,
2017,PF,Geelong,75,-61,0,,,
2017,QF,Geelong,40,-51,4.6,,,
2017,R1,Geelong,115,42,2.2,,,
2017,R10,Geelong,81,2,0,,,
2017,R11,Geelong,96,22,0,,,
2017,R13,Geelong,70,-13,0,,,
2017,R14,Geelong,74,2,0.2,,,
2017,R15,Geelong,68,0,0,,,
2017,R16,Geelong,163,85,7,,,
2017,R17,Geelong,88,3,0.1,,,
2017,R18,Geelong,70,-21,0,,,
2017,R19,Geelong,123,65,1,,,
2017,R2,Geelong,112,1,0.2,,,
2017,R20,Geelong,61,-46,2.6,,,
2017,R21,Geelong,80,14,0,,,
2017,R22,Geelong,70,11,7,,,
2017,R23,Geelong,103,44,0,,,
2017,R3,Geelong,126,29,0,,,
2017,R4,Geelong,134,86,0,,,
2017,R5,Geelong,126,38,5.4,,,
2017,R6,Geelong,78,-29,0,,,
2017,R7,Geelong,99,-25,0,,,
2017,R8,Geelong,93,-17,0,,,
2017,R9,Geelong,104,23,0.2,,,
2017,SF,Geelong,98,59,0,,,
2016,PF,Geelong,60,-37,0.6,,,
2016,QF,Geelong,85,2,0.6,,,
2016,R1,Geelong,116,30,0,,,
2016,R10,Geelong,85,-19,3.4,,,
2016,R11,Geelong,98,10,4.8,,,
2016,R12,Geelong,105,31,2.6,,,
2016,R13,Geelong,100,57,9.7,,,
2016,R14,Geelong,90,-3,3,,,
2016,R16,Geelong,60,-38,6.8,,,
2016,R17,Geelong,78,17,0,,,
2016,R18,Geelong,85,30,9.2,,,
2016,R19,Geelong,103,25,0,,,
2016,R2,Geelong,76,-13,0,,,
2016,R20,Geelong,100,66,0,,,
2016,R21,Geelong,82,4,0.6,,,
2016,R22,Geelong,129,60,4.4,,,
2016,R23,Geelong,155,111,0.2,,,
2016,R3,Geelong,125,69,0,,,
2016,R4,Geelong,72,30,0,,,
2016,R5,Geelong,107,48,0,,,
2016,R6,Geelong,168,120,7.8,,,
2016,R7,Geelong,123,44,0,,,
2016,R8,Geelong,98,26,0.4,,,
2016,R9,Geelong,80,-24,0,,,
2015,R1,Geelong,61,-62,0,,,
2015,R10,Geelong,122,69,0.4,,,
2015,R11,Geelong,92,23,0,,,
2015,R12,Geelong,89,-24,0.2,,,
2015,R15,Geelong,79,-41,0.6,,,
2015,R16,Geelong,72,8,3.6,,,
2015,R17,Geelong,69,27,,,,
2015,R18,Geelong,113,56,0,,,
2015,R19,Geelong,95,32,0,,,
2015,R2,Geelong,60,-44,,,,
2015,R20,Geelong,85,-36,0,,,
2015,R21,Geelong,97,0,0,,,
2015,R22,Geelong,62,-48,17.6,,,
2015,R23,Geelong,119,39,0,,,
2015,R3,Geelong,105,9,5.4,,,
2015,R4,Geelong,67,-16,,,,
2015,R5,Geelong,85,9,0,,,
2015,R6,Geelong,100,41,0.2,,,
2015,R7,Geelong,77,-43,0.8,,,
2015,R8,Geelong,140,77,0.4,,,
2015,R9,Geelong,64,-56,0,,,
2014,QF,Geelong,68,-36,0,,,
2014,R1,Geelong,119,38,0,,,
2014,R10,Geelong,111,20,2.2,,,
2014,R11,Geelong,38,-110,0,,,
2014,R12,Geelong,107,5,2.2,,,
2014,R13,Geelong,133,96,20.6,,,
2014,R14,Geelong,78,-40,0,,,
2014,R15,Geelong,89,9,0,,,
2014,R16,Geelong,69,13,0.4,,,
2014,R17,Geelong,102,66,5.2,,,
2014,R18,Geelong,94,7,0,,,
2014,R19,Geelong,111,32,11.2,,,
2014,R2,Geelong,93,25,0.8,,,
2014,R20,Geelong,81,2,0,,,
2014,R21,Geelong,82,6,0,,,
2014,R22,Geelong,71,-23,0,,,
2014,R23,Geelong,143,62,0,,,
2014,R3,Geelong,87,11,0,,,
2014,R4,Geelong,107,75,4.2,,,
2014,R5,Geelong,106,19,0,,,
2014,R6,Geelong,67,-40,0,,,
2014,R7,Geelong,81,5,7,,,
2014,R9,Geelong,64,-32,0,,,
2014,SF,Geelong,92,-6,0,,,
2013,PF,Geelong,97,-5,2.2,,,
2013,QF,Geelong,72,-15,0,,,
2013,R1,Geelong,93,7,0.2,,,
2013,R10,Geelong,123,52,22.6,,,
2013,R11,Geelong,157,59,0,,,
2013,R13,Geelong,98,-5,0,,,
2013,R14,Geelong,85,41,0,,,
2013,R15,Geelong,82,10,0,,,
2013,R16,Geelong,98,68,0,,,
2013,R17,Geelong,92,-2,3.6,,,
2013,R18,Geelong,137,101,0,,,
2013,R19,Geelong,86,-10,0,,,
2013,R2,Geelong,112,4,0,,,
2013,R20,Geelong,129,25,1.8,,,
2013,R21,Geelong,107,66,6.8,,,
2013,R22,Geelong,92,44,0,,,
2013,R23,Geelong,112,1,4,,,
2013,R3,Geelong,119,16,0.2,,,
2013,R4,Geelong,124,21,0.8,,,
2013,R5,Geelong,107,21,0,,,
2013,R6,Geelong,131,44,4,,,
2013,R7,Geelong,113,28,0,,,
2013,R8,Geelong,96,-6,0.2,,,
2013,R9,Geelong,116,48,0,,,
2013,SF,Geelong,96,16,1.4,,,
2012,EF,Geelong,80,-16,0.8,,,
2012,R1,Geelong,101,-4,0,,,
2012,R10,Geelong,126,65,0,,,
2012,R11,Geelong,97,12,0,,,
2012,R13,Geelong,74,-6,0,,,
2012,R14,Geelong,99,38,1.2,,,
2012,R15,Geelong,110,14,0,,,
2012,R16,Geelong,79,-31,0.4,,,
2012,R17,Geelong,134,67,0,,,
2012,R18,Geelong,102,27,2.6,,,
2012,R19,Geelong,118,2,0.8,,,
2012,R2,Geelong,92,2,1.4,,,
2012,R20,Geelong,97,-5,0,,,
2012,R21,Geelong,123,42,4,,,
2012,R22,Geelong,107,34,1.6,,,
2012,R23,Geelong,112,34,0.2,,,
2012,R3,Geelong,114,-17,0,,,
2012,R4,Geelong,75,10,7.2,,,
2012,R5,Geelong,79,38,38.4,,,
2012,R6,Geelong,119,43,0,,,
2012,R7,Geelong,72,-50,0,,,
2012,R8,Geelong,84,-12,0,,,
2012,R9,Geelong,95,20,4,,,
2020,R1,Gold Coast,29,-47,0,,,
2020,R10,Gold Coast,74,-4,0,,,
2020,R11,Gold Coast,73,0,0,,,
2020,R12,Gold Coast,32,-21,0,,,
2020,R13,Gold Coast,27,-33,0,,,
2020,R14,Gold Coast,91,63,1.2,,,
2020,R16,Gold Coast,43,-45,0,,,
2020,R17,Gold Coast,46,-22,0.8,,,
2020,R18,Gold Coast,57,-51,0,,,
2020,R2,Gold Coast,90,44,0,,,
2020,R3,Gold Coast,82,53,0,,,
2020,R4,Gold Coast,64,13,0,,,
2020,R5,Gold Coast,52,-37,7.2,,,
2020,R6,Gold Coast,63,-17,3.6,,,
2020,R7,Gold Coast,92,32,2.8,,,
2020,R8,Gold Coast,46,-5,0,,,
2020,R9,Gold Coast,35,-26,0,,,
2019,R1,Gold Coast,84,-1,1.2,,,
2019,R10,Gold Coast,64,-27,0,,,
2019,R11,Gold Coast,43,-83,0,,,
2019,R12,Gold Coast,72,-27,1.2,,,
2019,R13,Gold Coast,76,-4,0,,,
2019,R15,Gold Coast,51,-42,0,,,
2019,R16,Gold Coast,58,-92,3.2,,,
2019,R17,Gold Coast,56,-95,0,,,
2019,R18,Gold Coast,75,-24,0,,,
2019,R19,Gold Coast,96,-10,0,,,
2019,R2,Gold Coast,61,3,2.6,,,
2019,R20,Gold Coast,51,-69,1.2,,,
2019,R21,Gold Coast,53,-91,0,,,
2019,R22,Gold Coast,48,-70,0.1,,,
2019,R23,Gold Coast,55,-72,0,,,
2019,R3,Gold Coast,73,5,0,,,
2019,R4,Gold Coast,59,2,0.2,,,
2019,R5,Gold Coast,46,-73,0.8,,,
2019,R6,Gold Coast,62,-49,0,,,
2019,R7,Gold Coast,57,-23,2,,,
2019,R8,Gold Coast,60,-1,0,,,
2019,R9,Gold Coast,51,-38,0,,,
2018,R1,Gold Coast,55,16,8.2,,,
2018,R11,Gold Coast,36,-85,0,,,
2018,R12,Gold Coast,26,-108,9,,,
2018,R13,Gold Coast,78,-2,0,,,
2018,R14,Gold Coast,43,-53,0.2,,,
2018,R15,Gold Coast,60,-39,0.2,,,
2018,R16,Gold Coast,58,-37,0,,,
2018,R17,Gold Coast,51,-44,0,,,
2018,R18,Gold Coast,88,24,0,,,
2018,R19,Gold Coast,44,-35,0,,,
2018,R2,Gold Coast,101,34,0,,,
2018,R20,Gold Coast,47,-96,0.2,,,
2018,R21,Gold Coast,51,-74,0,,,
2018,R22,Gold Coast,74,-4,0,,,
2018,R23,Gold Coast,40,-102,0,,,
2018,R3,Gold Coast,68,-28,0,,,
2018,R4,Gold Coast,59,-80,0,,,
2018,R5,Gold Coast,76,5,0.2,,,
2018,R6,Gold Coast,62,-48,0,,,
2018,R7,Gold Coast,72,-9,3,,,
2018,R8,Gold Coast,77,-69,0,,,
2018,R9,Gold Coast,42,-40,,,,
2017,R1,Gold Coast,96,-2,6.6,,,
2017,R10,Gold Coast,87,-35,0,,,
2017,R11,Gold Coast,80,3,0,,,
2017,R12,Gold Coast,95,16,0,,,
2017,R13,Gold Coast,73,-10,1.8,,,
2017,R14,Gold Coast,72,-31,0.2,,,
2017,R15,Gold Coast,118,19,,,,
2017,R16,Gold Coast,51,-67,0,,,
2017,R17,Gold Coast,88,-15,0,,,
2017,R18,Gold Coast,56,-54,0,,,
2017,R19,Gold Coast,65,-33,0,,,
2017,R2,Gold Coast,58,-102,0,,,
2017,R20,Gold Coast,67,-23,0.8,,,
2017,R21,Gold Coast,84,-58,0,,,
2017,R22,Gold Coast,57,-33,0,,,
2017,R23,Gold Coast,20,-115,0,,,
2017,R3,Gold Coast,139,86,1,,,
2017,R4,Gold Coast,108,26,0,,,
2017,R5,Gold Coast,86,-67,16.8,,,
2017,R6,Gold Coast,94,-13,0,,,
2017,R7,Gold Coast,124,25,0,,,
2017,R8,Gold Coast,38,-72,,,,
2016,R1,Gold Coast,121,61,0,,,
2016,R10,Gold Coast,55,-77,0.4,,,
2016,R11,Gold Coast,41,-38,73,,,
2016,R12,Gold Coast,97,-17,0.8,,,
2016,R14,Gold Coast,60,-26,0,,,
2016,R15,Gold Coast,108,40,0,,,
2016,R16,Gold Coast,139,26,0,,,
2016,R17,Gold Coast,59,-48,0.2,,,
2016,R18,Gold Coast,105,24,0,,,
2016,R19,Gold Coast,64,-2,2.2,,,
2016,R2,Gold Coast,126,26,0,,,
2016,R20,Gold Coast,84,-8,0,,,
2016,R21,Gold Coast,69,-6,0.6,,,
2016,R22,Gold Coast,47,-71,13,,,
2016,R23,Gold Coast,66,-23,1.8,,,
2016,R3,Gold Coast,95,54,0,,,
2016,R4,Gold Coast,94,-13,0.4,,,
2016,R5,Gold Coast,81,-38,0,,,
2016,R6,Gold Coast,48,-120,7.8,,,
2016,R7,Gold Coast,87,-73,0,,,
2016,R8,Gold Coast,58,-91,0,,,
2016,R9,Gold Coast,74,-75,,,,
2015,R1,Gold Coast,89,-26,0,,,
2015,R10,Gold Coast,41,-52,0,,,
2015,R11,Gold Coast,46,-7,2,,,
2015,R13,Gold Coast,69,-34,0,,,
2015,R14,Gold Coast,125,55,0,,,
2015,R15,Gold Coast,73,-22,0.4,,,
2015,R16,Gold Coast,79,-15,0,,,
2015,R17,Gold Coast,80,-45,1.8,,,
2015,R18,Gold Coast,83,0,0,,,
2015,R19,Gold Coast,114,14,0,,,
2015,R2,Gold Coast,76,-28,0,,,
2015,R20,Gold Coast,55,-83,0,,,
2015,R21,Gold Coast,97,2,18.8,,,
2015,R22,Gold Coast,51,-37,0.2,,,
2015,R23,Gold Coast,64,-63,0,,,
2015,R3,Gold Coast,96,-9,5.4,,,
2015,R4,Gold Coast,53,-66,,,,
2015,R5,Gold Coast,118,64,83.6,,,
2015,R6,Gold Coast,78,-41,0,,,
2015,R7,Gold Coast,43,-92,4,,,
2015,R8,Gold Coast,63,-69,0.2,,,
2015,R9,Gold Coast,40,-53,3.8,,,
2014,R1,Gold Coast,87,18,0.4,,,
2014,R10,Gold Coast,119,45,0,,,
2014,R11,Gold Coast,77,-32,8.2,,,
2014,R12,Gold Coast,74,-35,0,,,
2014,R13,Gold Coast,100,-3,0,,,
2014,R14,Gold Coast,118,40,0,,,
2014,R15,Gold Coast,63,-53,9,,,
2014,R16,Gold Coast,80,5,1.2,,,
2014,R17,Gold Coast,66,-28,0,,,
2014,R18,Gold Coast,56,-54,0,,,
2014,R19,Gold Coast,117,53,0,,,
2014,R2,Gold Coast,39,-48,0,,,
2014,R20,Gold Coast,58,-39,0,,,
2014,R21,Gold Coast,47,-9,1.8,,,
2014,R22,Gold Coast,89,-19,0,,,
2014,R23,Gold Coast,99,-52,0,,,
2014,R3,Gold Coast,114,53,0,,,
2014,R4,Gold Coast,49,-99,0,,,
2014,R5,Gold Coast,86,8,0,,,
2014,R6,Gold Coast,134,40,0,,,
2014,R7,Gold Coast,120,43,7,,,
2014,R9,Gold Coast,125,38,0.2,,,
2013,R1,Gold Coast,90,13,0,,,
2013,R10,Gold Coast,71,-52,22.6,,,
2013,R11,Gold Coast,66,15,0,,,
2013,R12,Gold Coast,72,-43,0,,,
2013,R14,Gold Coast,83,-28,10.2,,,
2013,R15,Gold Coast,83,-33,0,,,
2013,R16,Gold Coast,44,-9,4.2,,,
2013,R17,Gold Coast,85,7,21.2,,,
2013,R18,Gold Coast,77,-43,0.2,,,
2013,R19,Gold Coast,113,-17,0,,,
2013,R2,Gold Coast,73,-41,12.6,,,
2013,R20,Gold Coast,90,13,0,,,
2013,R21,Gold Coast,96,-17,5.6,,,
2013,R22,Gold Coast,70,-46,0,,,
2013,R23,Gold Coast,146,83,0,,,
2013,R3,Gold Coast,92,-2,30,,,
2013,R4,Gold Coast,66,-38,0,,,
2013,R5,Gold Coast,148,44,0,,,
2013,R6,Gold Coast,54,-45,0,,,
2013,R7,Gold Coast,114,60,0,,,
2013,R8,Gold Coast,93,32,0,,,
2013,R9,Gold Coast,92,-26,0,,,
2012,R1,Gold Coast,68,-69,0,,,
2012,R10,Gold Coast,52,-97,0.8,,,
2012,R11,Gold Coast,49,-95,0.4,,,
2012,R12,Gold Coast,80,-7,0,,,
2012,R14,Gold Coast,40,-126,0,,,
2012,R15,Gold Coast,96,-14,0,,,
2012,R16,Gold Coast,90,2,0.8,,,
2012,R17,Gold Coast,48,-11,0,,,
2012,R18,Gold Coast,54,-72,0,,,
2012,R19,Gold Coast,66,-42,0,,,
2012,R2,Gold Coast,47,-92,0,,,
2012,R20,Gold Coast,109,30,0,,,
2012,R21,Gold Coast,65,-64,1.6,,,
2012,R22,Gold Coast,98,12,0,,,
2012,R23,Gold Coast,62,-91,0,,,
2012,R3,Gold Coast,88,-17,9.2,,,
2012,R4,Gold Coast,46,-65,0,,,
2012,R5,Gold Coast,93,-34,0,,,
2012,R6,Gold Coast,87,-7,0,,,
2012,R7,Gold Coast,67,-27,0,,,
2012,R8,Gold Coast,34,-38,0,,,
2012,R9,Gold Coast,70,-48,8.2,,,
2020,R1,Greater Western Sydney,105,32,0,,,
2020,R10,Greater Western Sydney,59,4,1,,,
2020,R12,Greater Western Sydney,25,-41,0,,,
2020,R13,Greater Western Sydney,49,-12,1,,,
2020,R14,Greater Western Sydney,91,38,2.8,,,
2020,R15,Greater Western Sydney,48,9,0,,,
2020,R16,Greater Western Sydney,47,-12,0,,,
2020,R17,Greater Western Sydney,74,-5,0.2,,,
2020,R18,Greater Western Sydney,30,-52,0,,,
2020,R2,Greater Western Sydney,60,-20,7.4,,,
2020,R3,Greater Western Sydney,33,-24,0,,,
2020,R4,Greater Western Sydney,66,2,0,,,
2020,R5,Greater Western Sydney,83,34,0,,,
2020,R6,Greater Western Sydney,46,-17,0,,,
2020,R7,Greater Western Sydney,68,-20,0,,,
2020,R8,Greater Western Sydney,62,12,0,,,
2020,R9,Greater Western Sydney,61,26,0,,,
2019,EF,Greater Western Sydney,113,58,0.4,,,
2019,GF,Greater Western Sydney,25,-89,0,,,
2019,PF,Greater Western Sydney,56,4,0.2,,,
2019,R1,Greater Western Sydney,112,72,0.6,,,
2019,R10,Greater Western Sydney,94,26,8,,,
2019,R11,Greater Western Sydney,126,83,0,,,
2019,R12,Greater Western Sydney,61,-21,0,,,
2019,R13,Greater Western Sydney,91,23,0.2,,,
2019,R15,Greater Western Sydney,71,-6,0,,,
2019,R16,Greater Western Sydney,74,-20,0,,,
2019,R17,Greater Western Sydney,67,-27,1.4,,,
2019,R18,Greater Western Sydney,122,47,0,,,
2019,R19,Greater Western Sydney,56,1,0,,,
2019,R2,Greater Western Sydney,52,-52,0,,,
2019,R20,Greater Western Sydney,83,2,0,,,
2019,R21,Greater Western Sydney,29,-56,0,,,
2019,R22,Greater Western Sydney,65,-61,0,,,
2019,R23,Greater Western Sydney,127,72,0,,,
2019,R3,Greater Western Sydney,125,49,1.6,,,
2019,R4,Greater Western Sydney,79,4,0,,,
2019,R5,Greater Western Sydney,82,-24,0,,,
2019,R6,Greater Western Sydney,120,41,0,,,
2019,R7,Greater Western Sydney,114,44,,,,
2019,R8,Greater Western Sydney,38,-33,0.1,,,
2019,R9,Greater Western Sydney,138,93,0,,,
2019,SF,Greater Western Sydney,83,3,0,,,
2018,EF,Greater Western Sydney,79,49,30.4,,,
2018,R1,Greater Western Sydney,133,82,,,,
2018,R10,Greater Western Sydney,60,-35,0,,,
2018,R11,Greater Western Sydney,97,16,0,,,
2018,R12,Greater Western Sydney,134,108,9,,,
2018,R14,Greater Western Sydney,109,27,0,,,
2018,R15,Greater Western Sydney,95,11,0,,,
2018,R16,Greater Western Sydney,75,-11,0,,,
2018,R17,Greater Western Sydney,79,2,0,,,
2018,R18,Greater Western Sydney,80,22,0,,,
2018,R19,Greater Western Sydney,86,25,0,,,
2018,R2,Greater Western Sydney,95,16,0,,,
2018,R20,Greater Western Sydney,151,105,0.2,,,
2018,R21,Greater Western Sydney,106,14,,,,
2018,R22,Greater Western Sydney,60,-20,0,,,
2018,R23,Greater Western Sydney,57,-45,0,,,
2018,R3,Greater Western Sydney,87,-16,0,,,
2018,R4,Greater Western Sydney,82,31,,,,
2018,R5,Greater Western Sydney,73,0,0,,,
2018,R6,Greater Western Sydney,77,34,6,,,
2018,R7,Greater Western Sydney,32,-61,0.4,,,
2018,R8,Greater Western Sydney,61,-25,2,,,
2018,R9,Greater Western Sydney,69,-43,0,,,
2018,SF,Greater Western Sydney,59,-10,0.6,,,
2017,PF,Greater Western Sydney,67,-36,0,,,
2017,QF,Greater Western Sydney,48,-36,1.8,,,
2017,R1,Greater Western Sydney,91,-56,0,,,
2017,R10,Greater Western Sydney,98,8,0,,,
2017,R11,Greater Western Sydney,117,16,0,,,
2017,R12,Greater Western Sydney,70,-1,0,,,
2017,R14,Greater Western Sydney,146,60,0,,,
2017,R15,Greater Western Sydney,68,0,0,,,
2017,R16,Greater Western Sydney,97,0,0.4,,,
2017,R17,Greater Western Sydney,83,-13,0,,,
2017,R18,Greater Western Sydney,45,-19,0,,,
2017,R19,Greater Western Sydney,98,12,0,,,
2017,R2,Greater Western Sydney,160,102,0,,,
2017,R20,Greater Western Sydney,97,35,,,,
2017,R21,Greater Western Sydney,105,48,0,,,
2017,R22,Greater Western Sydney,81,21,0,,,
2017,R23,Greater Western Sydney,59,-44,0,,,
2017,R3,Greater Western Sydney,109,42,0,,,
2017,R4,Greater Western Sydney,112,31,0,,,
2017,R5,Greater Western Sydney,105,42,0.4,,,
2017,R6,Greater Western Sydney,75,2,0,,,
2017,R7,Greater Western Sydney,85,-23,0,,,
2017,R8,Greater Western Sydney,102,3,0.2,,,
2017,R9,Greater Western Sydney,78,3,9.6,,,
2017,SF,Greater Western Sydney,125,67,0,,,
2016,PF,Greater Western Sydney,83,-6,0,,,
2016,QF,Greater Western Sydney,91,36,1.6,,,
2016,R1,Greater Western Sydney,78,-2,0.4,,,
2016,R10,Greater Western Sydney,85,-22,13.2,,,
2016,R11,Greater Western Sydney,88,-10,4.8,,,
2016,R12,Greater Western Sydney,105,42,0,,,
2016,R13,Greater Western Sydney,117,27,0,,,
2016,R14,Greater Western Sydney,127,62,0.6,,,
2016,R16,Greater Western Sydney,93,-32,11.2,,,
2016,R17,Greater Western Sydney,146,79,12.6,,,
2016,R18,Greater Western Sydney,79,19,1.6,,,
2016,R19,Greater Western Sydney,111,88,0,,,
2016,R2,Greater Western Sydney,89,13,0,,,
2016,R20,Greater Western Sydney,92,8,0,,,
2016,R21,Greater Western Sydney,96,-1,0,,,
2016,R22,Greater Western Sydney,129,92,2,,,
2016,R23,Greater Western Sydney,100,37,0.2,,,
2016,R3,Greater Western Sydney,68,-25,0.4,,,
2016,R4,Greater Western Sydney,151,86,,,,
2016,R5,Greater Western Sydney,126,47,0,,,
2016,R6,Greater Western Sydney,158,75,0.2,,,
2016,R7,Greater Western Sydney,95,18,18,,,
2016,R8,Greater Western Sydney,149,91,0,,,
2016,R9,Greater Western Sydney,98,25,0,,,
2015,R1,Greater Western Sydney,87,9,0,,,
2015,R10,Greater Western Sydney,97,30,0,,,
2015,R11,Greater Western Sydney,77,-42,0,,,
2015,R12,Greater Western Sydney,61,-56,0.2,,,
2015,R14,Greater Western Sydney,69,-9,1.6,,,
2015,R15,Greater Western Sydney,84,35,7.8,,,
2015,R16,Greater Western Sydney,94,15,0,,,
2015,R17,Greater Western Sydney,42,-27,,,,
2015,R18,Greater Western Sydney,63,-21,0,,,
2015,R19,Greater Western Sydney,93,32,0,,,
2015,R2,Greater Western Sydney,101,45,,,,
2015,R20,Greater Western Sydney,90,-21,1.2,,,
2015,R21,Greater Western Sydney,44,-89,0,,,
2015,R22,Greater Western Sydney,132,81,0,,,
2015,R23,Greater Western Sydney,77,-26,0,,,
2015,R3,Greater Western Sydney,90,-21,1,,,
2015,R4,Greater Western Sydney,119,66,,,,
2015,R5,Greater Western Sydney,33,-87,0,,,
2015,R6,Greater Western Sydney,108,10,0,,,
2015,R7,Greater Western Sydney,135,78,0,,,
2015,R8,Greater Western Sydney,108,24,28,,,
2015,R9,Greater Western Sydney,68,-45,0,,,
2014,R1,Greater Western Sydney,99,32,0,,,
2014,R10,Greater Western Sydney,41,-113,0.2,,,
2014,R11,Greater Western Sydney,87,-7,4.8,,,
2014,R12,Greater Western Sydney,66,-15,0,,,
2014,R13,Greater Western Sydney,125,45,0.8,,,
2014,R14,Greater Western Sydney,100,8,0.6,,,
2014,R15,Greater Western Sydney,60,-46,0,,,
2014,R16,Greater Western Sydney,72,-68,0,,,
2014,R17,Greater Western Sydney,60,-76,0,,,
2014,R18,Greater Western Sydney,87,-7,0,,,
2014,R19,Greater Western Sydney,62,-27,11.2,,,
2014,R2,Greater Western Sydney,88,-7,0,,,
2014,R20,Greater Western Sydney,51,-75,0,,,
2014,R21,Greater Western Sydney,98,64,0.8,,,
2014,R22,Greater Western Sydney,67,-8,0,,,
2014,R23,Greater Western Sydney,115,6,0,,,
2014,R3,Greater Western Sydney,79,32,0.2,,,
2014,R4,Greater Western Sydney,83,-27,,,,
2014,R5,Greater Western Sydney,72,-65,0,,,
2014,R6,Greater Western Sydney,94,-40,0,,,
2014,R7,Greater Western Sydney,97,-35,,,,
2014,R8,Greater Western Sydney,77,-111,0.6,,,
2013,R1,Greater Western Sydney,76,-30,0,,,
2013,R10,Greater Western Sydney,54,-94,49,,,
2013,R11,Greater Western Sydney,98,-59,0,,,
2013,R12,Greater Western Sydney,50,-75,0,,,
2013,R14,Greater Western Sydney,44,-86,0,,,
2013,R15,Greater Western Sydney,83,-4,0,,,
2013,R16,Greater Western Sydney,42,-129,0,,,
2013,R17,Greater Western Sydney,77,-39,2.8,,,
2013,R18,Greater Western Sydney,66,-40,0,,,
2013,R19,Greater Western Sydney,124,37,0,,,
2013,R2,Greater Western Sydney,78,-56,0,,,
2013,R20,Greater Western Sydney,44,-113,2.8,,,
2013,R21,Greater Western Sydney,63,-60,0,,,
2013,R22,Greater Western Sydney,42,-121,0,,,
2013,R23,Greater Western Sydney,63,-83,0,,,
2013,R3,Greater Western Sydney,68,-72,0,,,
2013,R4,Greater Western Sydney,103,-41,0,,,
2013,R5,Greater Western Sydney,104,-44,0,,,
2013,R6,Greater Western Sydney,81,-39,4,,,
2013,R7,Greater Western Sydney,52,-135,0,,,
2013,R8,Greater Western Sydney,57,-83,0.2,,,
2013,R9,Greater Western Sydney,55,-100,5.2,,,
2012,R1,Greater Western Sydney,37,-63,0,,,
2012,R10,Greater Western Sydney,61,-65,0,,,
2012,R12,Greater Western Sydney,74,-12,0,,,
2012,R13,Greater Western Sydney,57,-78,0,,,
2012,R14,Greater Western Sydney,38,-94,0,,,
2012,R15,Greater Western Sydney,31,-162,0,,,
2012,R16,Greater Western Sydney,59,-119,0,,,
2012,R17,Greater Western Sydney,37,-95,0,,,
2012,R18,Greater Western Sydney,54,-120,0,,,
2012,R19,Greater Western Sydney,107,34,0,,,
2012,R2,Greater Western Sydney,54,-129,0.4,,,
2012,R20,Greater Western Sydney,79,-30,0,,,
2012,R21,Greater Western Sydney,59,-25,16.6,,,
2012,R22,Greater Western Sydney,35,-128,0.6,,,
2012,R23,Greater Western Sydney,77,-28,0.2,,,
2012,R3,Greater Western Sydney,69,-81,0,,,
2012,R4,Greater Western Sydney,50,-46,0,,,
2012,R5,Greater Western Sydney,62,-42,0,,,
2012,R6,Greater Western Sydney,43,-67,1.6,,,
2012,R7,Greater Western Sydney,94,27,0,,,
2012,R8,Greater Western Sydney,40,-92,0,,,
2012,R9,Greater Western Sydney,53,-66,0.2,,,
2020,R1,Hawthorn,90,28,0.2,,,
2020,R11,Hawthorn,32,-16,31,,,
2020,R12,Hawthorn,49,-32,19.2,,,
2020,R13,Hawthorn,58,-10,3.8,,,
2020,R14,Hawthorn,71,-16,0,,,
2020,R15,Hawthorn,48,-35,0,,,
2020,R16,Hawthorn,66,-14,0,,,
2020,R17,Hawthorn,40,-36,9.2,,,
2020,R18,Hawthorn,108,51,0,,,
2020,R2,Hawthorn,47,-61,0,,,
2020,R3,Hawthorn,71,32,0,,,
2020,R4,Hawthorn,58,4,0,,,
2020,R5,Hawthorn,49,-34,0,,,
2020,R6,Hawthorn,27,-32,0.2,,,
2020,R7,Hawthorn,48,-43,0,,,
2020,R8,Hawthorn,53,-7,0,,,
2020,R9,Hawthorn,89,31,0,,,
2019,R1,Hawthorn,87,32,0,,,
2019,R10,Hawthorn,80,31,12.4,,,
2019,R11,Hawthorn,66,-19,0,,,
2019,R13,Hawthorn,77,-19,2.2,,,
2019,R14,Hawthorn,63,-19,0.4,,,
2019,R15,Hawthorn,71,-6,1.2,,,
2019,R16,Hawthorn,67,4,0,,,
2019,R17,Hawthorn,84,31,0.6,,,
2019,R18,Hawthorn,85,24,0,,,
2019,R19,Hawthorn,60,-27,0,,,
