Year,Team,Venue,Venue (2nd Name),Margin,,,Blundstone Arena,,Metricon Stadium,,Marvel Stadium,Mars Stadium,AAMI Stadium,,,GMHBA,,UNSW Canberra Oval,TIO Stadium ,Optus Stadium ,,,ANZ Stadium,,GIANTS Stadium ,TIO Traeger Park Oval,Sky Stadium,UTS
2017,Brisbane Lions,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,S.C.G.,,-54,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Subiaco,,-68,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brisbane Lions,York Park,UTS,-38,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Adelaide Oval,,-90,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Carrara,Metricon Stadium,10,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Docklands,Marvel Stadium,-19.83333333,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Gabba,,-30,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,M.C.G.,,-8.2,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,S.C.G.,,-81,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Subiaco,,-26,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carlton,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Adelaide Oval,,-27,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Carrara,Metricon Stadium,15,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Docklands,Marvel Stadium,16,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,M.C.G.,,-5.214285714,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,S.C.G.,,1,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Subiaco,,20,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Sydney Showground,GIANTS Stadium ,-3,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Collingwood,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Adelaide Oval,,-65,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Carrara,Metricon Stadium,33,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Docklands,Marvel Stadium,12.77777778,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Gabba,,27,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,M.C.G.,,10.71428571,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,S.C.G.,,-33,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Subiaco,,-37,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Sydney Showground,GIANTS Stadium ,-16,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Essendon,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Adelaide Oval,,-94.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Docklands,Marvel Stadium,-5.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Gabba,,-57,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Kardinia Park,GMHBA,-2,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,M.C.G.,,2,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,S.C.G.,,-104,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Subiaco,,-15.16666667,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Sydney Showground,GIANTS Stadium ,-12,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Fremantle,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Adelaide Oval,,-41,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Carrara,Metricon Stadium,-25,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Docklands,Marvel Stadium,33.25,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Gabba,,85,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Kardinia Park,GMHBA,8.714285714,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,M.C.G.,,8.857142857,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Subiaco,,14.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Sydney Showground,GIANTS Stadium ,0,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Geelong,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Adelaide Oval,,-115,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Carrara,Metricon Stadium,-2.7,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Cazaly's Stadium,,-54,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Docklands,Marvel Stadium,-6,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Gabba,,-58,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Jiangwan Stadium,,-72,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,M.C.G.,,16,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,S.C.G.,,-67,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Subiaco,,-23,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Sydney Showground,GIANTS Stadium ,-102,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Traeger Park,TIO Traeger Park Oval,-35,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Gold Coast,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Adelaide Oval,,-46,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Bellerive Oval,Blundstone Arena,42,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Docklands,Marvel Stadium,8,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Gabba,,60,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Kardinia Park,GMHBA,-44,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,M.C.G.,,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Manuka Oval,UNSW Canberra Oval,22.66666667,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,S.C.G.,,42,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Subiaco,,8,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Sydney Showground,GIANTS Stadium ,23.44444444,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Greater Western Sydney,York Park,UTS,0,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Adelaide Oval,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Carrara,Metricon Stadium,-86,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Docklands,Marvel Stadium,1,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,M.C.G.,,-10.72727273,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,S.C.G.,,6,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Subiaco,,52,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hawthorn,York Park,UTS,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Adelaide Oval,,41,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Bellerive Oval,Blundstone Arena,-4,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Docklands,Marvel Stadium,24,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Gabba,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,M.C.G.,,0.916666667,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Manuka Oval,UNSW Canberra Oval,-35,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Marrara Oval,TIO Stadium ,-46,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Subiaco,,3,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Traeger Park,TIO Traeger Park Oval,35,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Melbourne,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Adelaide Oval,,-70,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Bellerive Oval,Blundstone Arena,7,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Carrara,Metricon Stadium,-19,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Docklands,Marvel Stadium,-18.92307692,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Gabba,,51,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Kardinia Park,GMHBA,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,M.C.G.,,14,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Subiaco,,-5,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,North Melbourne,York Park,UTS,-27,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Adelaide Oval,,27.53846154,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Carrara,Metricon Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Docklands,Marvel Stadium,-70,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Eureka Stadium,Mars Stadium,17,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Gabba,,83,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Jiangwan Stadium,,72,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Kardinia Park,GMHBA,-2,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,M.C.G.,,4,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Manuka Oval,UNSW Canberra Oval,-31,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,S.C.G.,,28,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Subiaco,,32,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Sydney Showground,GIANTS Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Port Adelaide,York Park,UTS,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Adelaide Oval,,-31.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Bellerive Oval,Blundstone Arena,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Blacktown,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Carrara,Metricon Stadium,33,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Cazaly's Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Docklands,Marvel Stadium,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Eureka Stadium,Mars Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Football Park,AAMI Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Gabba,,52,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Jiangwan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Kardinia Park,GMHBA,-14,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,M.C.G.,,24.28571429,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Manuka Oval,UNSW Canberra Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Marrara Oval,TIO Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Perth Stadium,Optus Stadium ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Riverway Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,S.C.G.,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Stadium Australia,ANZ Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Subiaco,,104,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Sydney Showground,GIANTS Stadium ,-3,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Traeger Park,TIO Traeger Park Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Richmond,Wellington,Sky Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
