Year,Round,Date,Team,Score,Margin,WinLoss,Team 2,Average Height Team 1,Average Age Team 1,Average Height Team 2,Average Age Team 2,Height Differential,Age Differential
2018,R19,28-Jul-18,Richmond,105,28,W,Collingwood,185.5909091,25.4860523,188.5454545,24.93150685,-2.954545455,0.554545455
2018,R20,3-Aug-18,Richmond,85,3,W,Geelong,185.5909091,25.46525529,188.2727273,25.78468244,-2.681818182,-0.319427148
2018,R21,11-Aug-18,Richmond,125,74,W,Gold Coast,185.8636364,25.67696139,187.5454545,23.79800747,-1.681818182,1.878953923
2018,R22,17-Aug-18,Richmond,81,8,W,Essendon,185.3181818,25.16687422,185.6818182,25.76861768,-0.363636364,-0.601743462
2018,R23,25-Aug-18,Richmond,98,3,W,Western Bulldogs,185.7727273,25.75902864,187.5,23.61643836,-1.727272727,2.142590286
2018,QF,6-Sep-18,Richmond,95,31,W,Hawthorn,185.6363636,25.86861768,187.6363636,26.30410959,-2,-0.435491905
2018,PF,21-Sep-18,Richmond,58,-39,L,Collingwood,185.6363636,25.90971357,188.5909091,25.8143213,-2.954545455,0.095392279
2017,R1,23-Mar-17,Richmond,132,43,W,Carlton,186.5909091,25.13349938,189.1818182,24.95479452,-2.590909091,0.178704857
2017,R2,30-Mar-17,Richmond,99,19,W,Collingwood,186.0909091,24.77945205,188.9090909,25.05790785,-2.818181818,-0.278455791
2017,R3,8-Apr-17,Richmond,76,11,W,West Coast,186.3636364,24.48331258,187.7272727,27.05529265,-1.363636364,-2.571980075
2017,R4,16-Apr-17,Richmond,119,52,W,Brisbane Lions,186.3181818,24.4501868,189.1363636,23.71046077,-2.818181818,0.739726027
2017,R5,24-Apr-17,Richmond,88,13,W,Melbourne,186.3636364,24.37870486,186.2727273,24.39402242,0.090909091,-0.015317559
2017,R6,30-Apr-17,Richmond,64,-76,L,Adelaide,185.8181818,24.70199253,187.4090909,25.37297634,-1.590909091,-0.670983811
2017,R7,6-May-17,Richmond,75,-5,L,Western Bulldogs,186.9545455,24.28468244,186.6363636,24.58505604,0.318181818,-0.300373599
2017,R8,14-May-17,Richmond,70,-2,L,Fremantle,186.8636364,24.63387298,187.2272727,25.45417186,-0.363636364,-0.820298879
2017,R9,20-May-17,Richmond,75,-3,L,Greater Western Sydney,185.7727273,24.68144458,189.2727273,25.15143213,-3.5,-0.469987547
2017,R10,27-May-17,Richmond,81,15,W,Essendon,185.7272727,24.80871731,186.4090909,25.71892902,-0.681818182,-0.910211706
2017,R11,3-Jun-17,Richmond,101,35,W,North Melbourne,185.0454545,24.68704857,188.5454545,25.68518057,-3.5,-0.998132005
2017,R13,17-Jun-17,Richmond,71,-9,L,Sydney,185.0454545,24.72540473,187.9545455,25.23872976,-2.909090909,-0.513325031
2017,R14,25-Jun-17,Richmond,84,26,W,Carlton,185.0454545,24.74732254,188.3636364,24.73599004,-3.318181818,0.011332503
2017,R15,1-Jul-17,Richmond,76,13,W,Port Adelaide,185.2727273,24.40660025,186.7727273,25.56986301,-1.5,-1.163262765
2017,R16,8-Jul-17,Richmond,71,-67,L,St Kilda,185.0909091,24.6762142,187.3636364,25.33960149,-2.272727273,-0.663387298
2017,R17,16-Jul-17,Richmond,112,31,W,Brisbane Lions,186.9090909,24.72092154,189.5454545,23.0882939,-2.636363636,1.632627646
2017,R18,23-Jul-17,Richmond,64,19,W,Greater Western Sydney,187.0909091,24.53026152,188.5909091,25.15454545,-1.5,-0.624283935
2017,R19,29-Jul-17,Richmond,98,33,W,Gold Coast,186.5909091,24.46575342,186.8181818,23.44919054,-0.227272727,1.016562889
2017,R20,6-Aug-17,Richmond,93,29,W,Hawthorn,186.5909091,24.76762142,187.5909091,25.22851806,-1,-0.460896638
2017,R21,12-Aug-17,Richmond,66,-14,L,Geelong,187.1818182,24.93536737,190.2272727,25.5241594,-3.045454545,-0.58879203
2017,R22,20-Aug-17,Richmond,155,104,W,Fremantle,186.3636364,24.85853051,187.7727273,24.12727273,-1.409090909,0.731257783
2017,R23,27-Aug-17,Richmond,122,41,W,St Kilda,186.3636364,24.87770859,187.6363636,24.93212951,-1.272727273,-0.054420922
2017,QF,8-Sep-17,Richmond,91,51,W,Geelong,186.2727273,25.0747198,190.5,26.31108344,-4.227272727,-1.236363636
2017,PF,23-Sep-17,Richmond,103,36,W,Greater Western Sydney,186.2727273,25.11581569,188.9090909,25.20672478,-2.636363636,-0.090909091
2017,GF,30-Sep-17,Richmond,108,48,W,Adelaide,186.2727273,25.13499377,187.5909091,25.9494396,-1.318181818,-0.814445828
2016,R1,24-Mar-16,Richmond,92,9,W,Carlton,187.6818182,24.41793275,189,25.58156912,-1.318181818,-1.163636364
2016,R2,1-Apr-16,Richmond,86,-1,L,Collingwood,187.9545455,24.43524284,189.1363636,24.03872976,-1.181818182,0.396513076
2016,R3,9-Apr-16,Richmond,92,-36,L,Adelaide,187.0454545,24.44806974,186.9545455,24.74271482,0.090909091,-0.294645081
2016,R4,15-Apr-16,Richmond,57,-68,L,West Coast,187.7272727,24.73599004,188.8181818,25.54122042,-1.090909091,-0.805230386
2016,R5,24-Apr-16,Richmond,96,-33,L,Melbourne,187.3181818,25.10286426,187.1818182,24.2377335,0.136363636,0.86513076
2016,R6,30-Apr-16,Richmond,59,-35,L,Port Adelaide,187.2272727,25.36724782,187.2727273,24.37123288,-0.045454545,0.996014944
2016,R7,6-May-16,Richmond,90,-46,L,Hawthorn,187.1363636,24.61070984,186.8636364,25.41569116,0.272727273,-0.80498132
2016,R8,14-May-16,Richmond,101,1,W,Sydney,188,24.9505604,186.8636364,25.16973848,1.136363636,-0.219178082
2016,R9,21-May-16,Richmond,83,38,W,Fremantle,188,25.51083437,187.2272727,25.76849315,0.772727273,-0.25765878
2016,R10,28-May-16,Richmond,105,38,W,Essendon,187.9090909,25.24396015,186.9545455,25.81880448,0.954545455,-0.574844334
2016,R11,3-Jun-16,Richmond,54,-70,L,North Melbourne,188,25.50560399,187.5,27.95006227,0.5,-2.444458281
2016,R12,12-Jun-16,Richmond,114,17,W,Gold Coast,187.3181818,25.04034869,188.4545455,24.51880448,-1.136363636,0.521544209
2016,R14,25-Jun-16,Richmond,117,42,W,Brisbane Lions,187.4090909,25.08144458,190.1818182,23.37073474,-2.772727273,1.710709838
2016,R15,1-Jul-16,Richmond,56,-38,L,Port Adelaide,187.9545455,25.27833126,186.9090909,24.88493151,1.045454545,0.393399751
2016,R16,9-Jul-16,Richmond,75,-10,L,Western Bulldogs,187.5454545,24.2483188,187.0454545,25.00473225,0.5,-0.75641345
2016,R17,16-Jul-16,Richmond,102,19,W,Essendon,187.9545455,24.4637609,187.5,24.52976339,0.454545455,-0.066002491
2016,R18,24-Jul-16,Richmond,44,-70,L,Hawthorn,187.4090909,24.31955168,187.4545455,27.08144458,-0.045454545,-2.761892902
2016,R19,30-Jul-16,Richmond,23,-88,L,Greater Western Sydney,186.1818182,24.72054795,188.6363636,25.28107098,-2.454545455,-0.560523039
2016,R20,5-Aug-16,Richmond,92,15,W,Collingwood,187.5454545,24.80049813,189.6818182,25.0003736,-2.136363636,-0.199875467
2016,R21,14-Aug-16,Richmond,78,-4,L,Geelong,187.0909091,24.82328767,190.3181818,26.5252802,-3.227272727,-1.701992528
2016,R22,20-Aug-16,Richmond,46,-9,L,St Kilda,187.3181818,24.59003736,187.0454545,25.07559153,0.272727273,-0.485554172
2016,R23,27-Aug-16,Richmond,51,-113,L,Sydney,187.8636364,24.59277709,187.2272727,25.47110834,0.636363636,-0.878331258
2015,R1,2-Apr-15,Richmond,105,27,W,Carlton,187.8181818,25.38343711,189.2727273,25.57484433,-1.454545455,-0.191407223
2015,R2,11-Apr-15,Richmond,66,-19,L,Western Bulldogs,187.5,25.21008717,189.1363636,25.22465753,-1.636363636,-0.014570361
2015,R3,18-Apr-15,Richmond,137,79,W,Brisbane Lions,187.7272727,25.47023661,187.0454545,23.69352428,0.681818182,1.776712329
2015,R4,24-Apr-15,Richmond,51,-32,L,Melbourne,186.8181818,24.22814446,186.9545455,24.77646326,-0.136363636,-0.548318804
2015,R5,2-May-15,Richmond,76,-9,L,Geelong,187.8181818,24.86575342,189.9545455,25.25105853,-2.136363636,-0.385305106
2015,R6,9-May-15,Richmond,74,-35,L,North Melbourne,188.5,25.43997509,188.2272727,26.73175592,0.272727273,-1.291780822
2015,R7,17-May-15,Richmond,105,5,W,Collingwood,189.5909091,24.201868,189.7727273,24.28268991,-0.181818182,-0.080821918
2015,R8,24-May-15,Richmond,76,33,W,Port Adelaide,188.8181818,24.55977584,187.3181818,25.50373599,1.5,-0.943960149
2015,R9,30-May-15,Richmond,72,13,W,Essendon,188.9090909,24.38356164,188.6363636,26.37496887,0.272727273,-1.991407223
2015,R10,5-Jun-15,Richmond,97,27,W,Fremantle,188.8181818,24.59265255,187.9545455,26.6886675,0.863636364,-2.096014944
2015,R12,19-Jun-15,Richmond,70,-20,L,West Coast,188.8181818,24.63100872,188.3181818,25.21731009,0.5,-0.58630137
2015,R13,26-Jun-15,Richmond,95,18,W,Sydney,188.4090909,25.4732254,187.6363636,26.57907846,0.772727273,-1.105853051
2015,R14,4-Jul-15,Richmond,78,9,W,Greater Western Sydney,188.4090909,25.49514321,188.3181818,22.70871731,0.090909091,2.786425903
2015,R15,10-Jul-15,Richmond,71,30,W,Carlton,187.7727273,25.53437111,188.7272727,25.63462017,-0.954545455,-0.100249066
2015,R16,19-Jul-15,Richmond,89,16,W,St Kilda,187.8181818,25.22428394,187.6818182,24.85143213,0.136363636,0.372851806
2015,R17,25-Jul-15,Richmond,78,-4,L,Fremantle,188.4545455,25.34570361,188.5454545,26.30012453,-0.090909091,-0.954420922
2015,R18,31-Jul-15,Richmond,71,18,W,Hawthorn,187.5454545,25.22129514,187.2727273,27.37882939,0.272727273,-2.157534247
2015,R19,7-Aug-15,Richmond,52,-36,L,Adelaide,188.1363636,25.19838107,187.0909091,24.55491905,1.045454545,0.643462017
2015,R20,16-Aug-15,Richmond,138,83,W,Gold Coast,187.4090909,25.62876712,187.5,23.31780822,-0.090909091,2.310958904
2015,R21,22-Aug-15,Richmond,147,91,W,Collingwood,187.2272727,25.56973848,187.9545455,23.9237858,-0.727272727,1.645952677
2015,R22,29-Aug-15,Richmond,74,27,W,Essendon,187.6363636,25.61481943,187.6818182,24.99975093,-0.045454545,0.615068493
2015,R23,4-Sep-15,Richmond,108,41,W,North Melbourne,187.5909091,25.48991283,188.1818182,24.95902864,-0.590909091,0.530884184
2015,EF,13-Sep-15,Richmond,88,-17,L,North Melbourne,188.1818182,25.57608966,188,27.55230386,0.181818182,-1.976214197
2014,R1,15-Mar-14,Richmond,69,-18,L,Gold Coast,188,24.75865504,187.9545455,23.09003736,0.045454545,1.668617684
2014,R2,27-Mar-14,Richmond,98,12,W,Carlton,187.8636364,25.15865504,187.3636364,25.3124533,0.5,-0.153798257
2014,R3,5-Apr-14,Richmond,98,-2,L,Western Bulldogs,188.1818182,25.28493151,188.4090909,25.30423412,-0.227272727,-0.019302615
2014,R4,11-Apr-14,Richmond,72,-38,L,Collingwood,188.0909091,24.53437111,189.6818182,25.06363636,-1.590909091,-0.529265255
2014,R5,17-Apr-14,Richmond,106,43,W,Brisbane Lions,187.4090909,24.63499377,188.5454545,23.39041096,-1.136363636,1.244582814
2014,R6,27-Apr-14,Richmond,52,-66,L,Hawthorn,187.1363636,24.34794521,186.7727273,26.31992528,0.363636364,-1.971980075
2014,R7,4-May-14,Richmond,76,-5,L,Geelong,187.5,25.00249066,189.3181818,26.3498132,-1.818181818,-1.34732254
2014,R9,17-May-14,Richmond,74,-17,L,Melbourne,188.0909091,24.2992528,188,24.46537983,0.090909091,-0.166127024
2014,R10,24-May-14,Richmond,154,113,W,Greater Western Sydney,188.2272727,24.55242839,187.3636364,22.84209215,0.863636364,1.710336239
2014,R11,31-May-14,Richmond,54,-50,L,Essendon,188.2272727,24.77185554,189.1818182,26.06064757,-0.954545455,-1.28879203
2014,R12,8-Jun-14,Richmond,88,-28,L,North Melbourne,187.6363636,24.3132005,186.9090909,25.99028643,0.727272727,-1.677085928
2014,R13,14-Jun-14,Richmond,85,-20,L,Fremantle,187.4090909,25.10510585,187.8636364,26.54757161,-0.454545455,-1.442465753
2014,R14,20-Jun-14,Richmond,51,-11,L,Sydney,187.2272727,25.03574097,187.5454545,26.06475716,-0.318181818,-1.029016189
2014,R15,28-Jun-14,Richmond,117,44,W,St Kilda,187.1363636,25.03935243,187.2272727,24.91594022,-0.090909091,0.123412204
2014,R16,5-Jul-14,Richmond,79,25,W,Brisbane Lions,187.0909091,24.91270237,187.5909091,23.77061021,-0.5,1.142092154
2014,R17,13-Jul-14,Richmond,126,20,W,Port Adelaide,186.9545455,25.19215442,186.5909091,24.34408468,0.363636364,0.848069738
2014,R18,25-Jul-14,Richmond,59,17,W,West Coast,186.9090909,25.11594022,189.1818182,25.14097136,-2.272727273,-0.025031133
2014,R19,2-Aug-14,Richmond,89,27,W,Greater Western Sydney,186.9090909,25.09875467,187.6818182,22.50958904,-0.772727273,2.589165629
2014,R20,8-Aug-14,Richmond,95,18,W,Essendon,187.5454545,25.36463263,186.4545455,24.9109589,1.090909091,0.453673724
2014,R21,16-Aug-14,Richmond,79,10,W,Adelaide,187.6363636,25.00672478,186.7727273,24.52117061,0.863636364,0.485554172
2014,R22,24-Aug-14,Richmond,98,26,W,St Kilda,187.3636364,24.97721046,187.6818182,25.94321295,-0.318181818,-0.966002491
2014,R23,30-Aug-14,Richmond,68,3,W,Sydney,187.3181818,25.17671233,187.2727273,25.48343711,0.045454545,-0.306724782
2014,EF,7-Sep-14,Richmond,75,-57,L,Port Adelaide,187.3181818,25.19863014,188.0454545,24.72141968,-0.727272727,0.477210461
2013,R1,28-Mar-13,Richmond,106,5,W,Carlton,187.9545455,24.86400996,187.4545455,25.15965131,0.5,-0.295641345
2013,R2,5-Apr-13,Richmond,99,17,W,St Kilda,188.0454545,24.86176837,186.7727273,26.77858032,1.272727273,-1.916811955
2013,R3,14-Apr-13,Richmond,135,67,W,Western Bulldogs,187.8636364,25.13138232,188.3181818,25.07384807,-0.454545455,0.057534247
2013,R4,20-Apr-13,Richmond,79,-34,L,Collingwood,187.8636364,25.14782067,186.5454545,25.19252802,1.318181818,-0.044707347
2013,R5,26-Apr-13,Richmond,80,-1,L,Fremantle,187.3181818,24.26612702,187.3636364,25.31867995,-0.045454545,-1.052552927
2013,R6,4-May-13,Richmond,87,-44,L,Geelong,187.7272727,24.86824408,188.8636364,25.70373599,-1.136363636,-0.835491905
2013,R7,11-May-13,Richmond,114,41,W,Port Adelaide,187.1818182,25.70087173,187.6363636,23.34632628,-0.454545455,2.354545455
2013,R8,19-May-13,Richmond,106,34,W,Melbourne,186.9545455,24.69277709,187.2727273,24.07858032,-0.318181818,0.614196762
2013,R9,25-May-13,Richmond,62,-29,L,Essendon,186.8636364,25.26811955,189.0909091,25.27895392,-2.227272727,-0.010834371
2013,R10,3-Jun-13,Richmond,103,41,W,West Coast,186.9545455,25.24844334,188.6363636,25.86251557,-1.681818182,-0.614072229
2013,R12,15-Jun-13,Richmond,110,38,W,Adelaide,187,24.998132,186.3636364,24.84483188,0.636363636,0.153300125
2013,R13,22-Jun-13,Richmond,121,60,W,Western Bulldogs,187,25.01731009,187.4545455,24.50498132,-0.454545455,0.512328767
2013,R14,30-Jun-13,Richmond,119,64,W,St Kilda,186.3636364,25.1758406,187.7727273,24.94221669,-1.409090909,0.23362391
2013,R15,6-Jul-13,Richmond,66,-62,L,North Melbourne,186.9545455,25.0143213,187.1363636,25.0362391,-0.181818182,-0.021917808
2013,R16,13-Jul-13,Richmond,53,9,W,Gold Coast,186.5454545,24.94520548,188.1363636,23.21892902,-1.590909091,1.726276463
2013,R17,21-Jul-13,Richmond,84,27,W,Fremantle,186.3636364,24.77633873,187.8181818,24.75454545,-1.454545455,0.021793275
2013,R18,28-Jul-13,Richmond,63,-47,L,Sydney,186.8636364,24.89800747,187.5454545,25.48530511,-0.681818182,-0.587297634
2013,R19,3-Aug-13,Richmond,107,41,W,Hawthorn,187.8636364,25.45902864,187.0454545,26.19601494,0.818181818,-0.736986301
2013,R20,10-Aug-13,Richmond,97,23,W,Brisbane Lions,187.5909091,25.16351183,188,24.37671233,-0.409090909,0.786799502
2013,R21,17-Aug-13,Richmond,96,-10,L,Carlton,188.4545455,24.42540473,187.4090909,24.96201743,1.045454545,-0.536612702
2013,R22,25-Aug-13,Richmond,163,121,W,Greater Western Sydney,187,24.89389788,187.9545455,21.68032379,-0.954545455,3.213574097
2013,R23,31-Aug-13,Richmond,104,39,W,Essendon,187.6363636,25.50772105,187.8181818,25.10672478,-0.181818182,0.400996264
2013,EF,8-Sep-13,Richmond,96,-20,L,Carlton,187.6363636,25.3241594,187.2727273,25.78007472,0.363636364,-0.455915318
2012,R1,29-Mar-12,Richmond,81,-44,L,Carlton,187.1818182,23.88343711,187.1363636,24.83163138,0.045454545,-0.948194271
2012,R2,7-Apr-12,Richmond,64,-21,L,Collingwood,186.9545455,24.08418431,188.6818182,24.18592777,-1.727272727,-0.101743462
2012,R3,14-Apr-12,Richmond,133,59,W,Melbourne,186.8636364,23.82764633,189.4545455,23.78816936,-2.590909091,0.039476961
2012,R4,22-Apr-12,Richmond,65,-10,L,Geelong,186.7727273,23.91917808,187.8181818,25.326401,-1.045454545,-1.407222914
2012,R5,29-Apr-12,Richmond,97,-10,L,West Coast,187.2272727,23.87073474,188.5,24.93549191,-1.272727273,-1.064757161
2012,R6,6-May-12,Richmond,91,37,W,Port Adelaide,186.8636364,23.91494396,188,25.16488169,-1.136363636,-1.249937733
2012,R7,12-May-12,Richmond,91,29,W,Sydney,186.3181818,24.11780822,186.5909091,25.48293898,-0.272727273,-1.36513076
2012,R8,19-May-12,Richmond,109,-19,L,Essendon,186.3181818,24.1369863,188.0454545,24.80124533,-1.727272727,-0.664259029
2012,R9,26-May-12,Richmond,137,62,W,Hawthorn,186.3636364,23.91731009,187.1363636,25.22254047,-0.772727273,-1.305230386
2012,R10,1-Jun-12,Richmond,121,8,W,St Kilda,186.4545455,23.91843088,186.2727273,26.17683686,0.181818182,-2.258405978
2012,R11,9-Jun-12,Richmond,66,-12,L,Fremantle,187.3181818,23.23972603,188.5909091,25.07932752,-1.272727273,-1.839601494
2012,R12,16-Jun-12,Richmond,86,12,W,Greater Western Sydney,187.1818182,23.86102117,187.3636364,22.60348692,-0.181818182,1.257534247
2012,R14,30-Jun-12,Richmond,87,-19,L,Adelaide,187.9545455,24.1,185.5,25.11606476,2.454545455,-1.016064757
2012,R15,7-Jul-12,Richmond,101,23,W,Melbourne,187.1818182,23.58368618,187.9545455,23.93088418,-0.772727273,-0.347198007
2012,R16,14-Jul-12,Richmond,88,-2,L,Gold Coast,186.8636364,23.82839352,187.3181818,23.04234122,-0.454545455,0.786052304
2012,R17,22-Jul-12,Richmond,99,-4,L,North Melbourne,186.8181818,23.94732254,186.3636364,24.83100872,0.454545455,-0.883686177
2012,R18,28-Jul-12,Richmond,91,-4,L,Carlton,186.3181818,24.3871731,186.2272727,24.25267746,0.090909091,0.134495641
2012,R19,4-Aug-12,Richmond,132,48,W,Brisbane Lions,186.9090909,24.18580324,187.0909091,24.59115816,-0.181818182,-0.405354919
2012,R20,12-Aug-12,Richmond,150,70,W,Western Bulldogs,186.9090909,24.20772105,187.5454545,24.18206725,-0.636363636,0.025653798
2012,R21,18-Aug-12,Richmond,72,-22,L,Fremantle,187.2727273,24.18194271,188.5,25.74196762,-1.227272727,-1.560024907
2012,R22,24-Aug-12,Richmond,102,45,W,Essendon,187.7272727,23.94719801,187.4090909,23.91967621,0.318181818,0.027521793
2012,R23,2-Sep-12,Richmond,106,0,D,Port Adelaide,187.7727273,23.68518057,187.1818182,25.56450809,0.590909091,-1.879327522
2020,R1,22-Mar-20,St Kilda,54,-2,L,North Melbourne,186.5,25.37758406,188.9545455,26.21668742,-2.454545455,-0.839103362
2020,R2,14-Jun-20,St Kilda,88,39,W,Western Bulldogs,187.1818182,25.35790785,187.8636364,24.82851806,-0.681818182,0.529389788
2020,R3,20-Jun-20,St Kilda,37,-44,L,Collingwood,187.7272727,25.04159402,189.1363636,26.02976339,-1.409090909,-0.988169365
2020,R4,27-Jun-20,St Kilda,93,26,W,Richmond,187.5,24.60660025,185.0909091,26.55280199,2.409090909,-1.946201743
2020,R5,2-Jul-20,St Kilda,73,18,W,Carlton,187.5454545,24.92615193,188.5,26.0249066,-0.954545455,-1.09875467
2020,R6,11-Jul-20,St Kilda,73,-6,L,Fremantle,187.5454545,24.76650062,187.1818182,25.10460772,0.363636364,-0.338107098
2020,R7,20-Jul-20,St Kilda,78,23,W,Adelaide,187.6363636,24.96824408,186.7727273,25.35728518,0.863636364,-0.389041096
2020,R8,25-Jul-20,St Kilda,73,29,W,Port Adelaide,187.7272727,25.47347447,188.6363636,25.46849315,-0.909090909,0.00498132
2020,R9,1-Aug-20,St Kilda,101,53,W,Sydney,188.3636364,25.39339975,186.0454545,24.49663761,2.318181818,0.896762142
2020,R10,6-Aug-20,St Kilda,78,4,W,Gold Coast,187.8636364,24.74881694,187.4545455,24.05392279,0.409090909,0.694894147
2020,R11,10-Aug-20,St Kilda,34,-59,L,Geelong,187.5454545,24.51980075,188.5909091,27.72079701,-1.045454545,-3.200996264
2020,R12,16-Aug-20,St Kilda,68,35,W,Essendon,187.3181818,24.91917808,186.8636364,24.67571606,0.454545455,0.243462017
2020,R13,23-Aug-20,St Kilda,48,-2,L,Brisbane Lions,188.2272727,25.39090909,188.6363636,25.00348692,-0.409090909,0.387422167
2020,R14,29-Aug-20,St Kilda,49,-3,L,Melbourne,187.4545455,25.15616438,187.6818182,25.81021171,-0.227272727,-0.654047323
2020,R16,6-Sep-20,St Kilda,80,14,W,Hawthorn,187.4545455,25.21768369,187.4090909,24.82092154,0.045454545,0.396762142
2020,R17,10-Sep-20,St Kilda,50,-15,L,West Coast,186.8636364,25.26288917,189.0909091,25.59078456,-2.227272727,-0.327895392
2020,R18,18-Sep-20,St Kilda,82,52,W,Greater Western Sydney,187.8181818,25.60024907,188.3181818,25.73860523,-0.5,-0.138356164
2020,EF,3-Oct-20,St Kilda,67,3,W,Western Bulldogs,187.2727273,25.79900374,187.9090909,25.24271482,-0.636363636,0.556288917
2020,SF,9-Oct-20,St Kilda,49,-31,L,Richmond,187,25.45678705,185.5,27.09638854,1.5,-1.639601494
2019,R1,24-Mar-19,St Kilda,85,1,W,Gold Coast,186.2272727,24.52191781,187.6363636,24.09041096,-1.409090909,0.431506849
2019,R2,30-Mar-19,St Kilda,76,11,W,Essendon,186.5909091,24.95678705,185.4545455,25.76513076,1.136363636,-0.808343711
2019,R3,7-Apr-19,St Kilda,66,-5,L,Fremantle,186.8636364,24.56961395,187.7272727,24.86475716,-0.863636364,-0.295143213
2019,R4,14-Apr-19,St Kilda,74,5,W,Hawthorn,186.9545455,24.00286426,187.7727273,26.25765878,-0.818181818,-2.254794521
2019,R5,20-Apr-19,St Kilda,95,40,W,Melbourne,186.5909091,24.78767123,187.6818182,25.10871731,-1.090909091,-0.321046077
2019,R6,27-Apr-19,St Kilda,68,-29,L,Adelaide,186.7272727,24.56288917,187.5909091,25.80772105,-0.863636364,-1.24483188
2019,R7,4-May-19,St Kilda,70,-44,L,Greater Western Sydney,187.7727273,23.71544209,188.4545455,25.15031133,-0.681818182,-1.43486924
2019,R8,11-May-19,St Kilda,70,-18,L,West Coast,187.4545455,24.19190535,187.8636364,25.97957659,-0.409090909,-1.787671233
2019,R9,18-May-19,St Kilda,71,-41,L,Collingwood,187.5909091,24.21880448,187.9545455,26.67247821,-0.363636364,-2.453673724
2019,R10,26-May-19,St Kilda,68,13,W,Carlton,187.4090909,24.29352428,189,24.2498132,-1.590909091,0.043711083
2019,R11,2-Jun-19,St Kilda,69,-70,L,Port Adelaide,187.3636364,24.41905355,188.2727273,25.07496887,-0.909090909,-0.655915318
2019,R13,15-Jun-19,St Kilda,80,4,W,Gold Coast,187.5909091,24.69564134,189.0454545,23.60647572,-1.454545455,1.089165629
2019,R14,22-Jun-19,St Kilda,59,-56,L,Brisbane Lions,187.5,24.85579078,188.1363636,25.373599,-0.636363636,-0.517808219
2019,R15,30-Jun-19,St Kilda,70,-33,L,Richmond,187.5909091,23.93872976,185.7727273,25.5132005,1.818181818,-1.574470735
2019,R16,7-Jul-19,St Kilda,73,-39,L,North Melbourne,187.8181818,23.86687422,189.0454545,25.34632628,-1.227272727,-1.479452055
2019,R17,13-Jul-19,St Kilda,57,-27,L,Geelong,187.2272727,24.29975093,188,26.44246575,-0.772727273,-2.142714819
2019,R18,21-Jul-19,St Kilda,116,27,W,Western Bulldogs,187.7272727,24.24769614,187.0454545,24.96948941,0.681818182,-0.721793275
2019,R19,27-Jul-19,St Kilda,104,19,W,Melbourne,187.3636364,24.19265255,187.7727273,25.1762142,-0.409090909,-0.983561644
2019,R20,3-Aug-19,St Kilda,70,-22,L,Adelaide,187.5909091,24.05740971,186.4545455,26.8384807,1.136363636,-2.781070984
2019,R21,11-Aug-19,St Kilda,72,3,W,Fremantle,187.0909091,24.5124533,186.2727273,24.44383562,0.818181818,0.068617684
2019,R22,17-Aug-19,St Kilda,68,-10,L,Carlton,187.3181818,25.02229141,187.5,25.00585305,-0.181818182,0.016438356
2019,R23,24-Aug-19,St Kilda,64,-45,L,Sydney,187.9090909,25.53798257,187.6818182,25.36500623,0.227272727,0.172976339
2018,R1,24-Mar-18,St Kilda,107,25,W,Brisbane Lions,188.2727273,24.82154421,188.5454545,24.66064757,-0.272727273,0.160896638
2018,R2,30-Mar-18,St Kilda,43,-52,L,North Melbourne,188.2727273,24.83798257,187,25.42054795,1.272727273,-0.58256538
2018,R3,7-Apr-18,St Kilda,55,-49,L,Adelaide,188.1363636,24.51668742,187.5909091,26.18430884,0.545454545,-1.66762142
2018,R4,15-Apr-18,St Kilda,56,-47,L,Geelong,188.1818182,24.45392279,188.4090909,24.63449564,-0.227272727,-0.180572852
2018,R5,21-Apr-18,St Kilda,73,0,D,Greater Western Sydney,187.5909091,24.39003736,190.6363636,25.95479452,-3.045454545,-1.564757161
2018,R6,28-Apr-18,St Kilda,54,-35,L,Hawthorn,187.6818182,24.67036115,187.0454545,25.78468244,0.636363636,-1.114321295
2018,R7,6-May-18,St Kilda,67,-39,L,Melbourne,188.3181818,24.88929016,188.0454545,24.60323786,0.272727273,0.286052304
2018,R8,12-May-18,St Kilda,59,-30,L,Fremantle,188.3636364,24.90261519,187.3636364,24.53910336,1,0.363511831
2018,R9,19-May-18,St Kilda,72,-28,L,Collingwood,186.2272727,24.25317559,188.2272727,25.59950187,-2,-1.346326276
2018,R10,26-May-18,St Kilda,77,-28,L,Richmond,186.5909091,23.73872976,186.3181818,25.34694894,0.272727273,-1.608219178
2018,R11,2-Jun-18,St Kilda,88,-13,L,West Coast,186.5,23.70386052,188.4090909,25.67608966,-1.909090909,-1.972229141
2018,R12,9-Jun-18,St Kilda,55,-71,L,Sydney,186.9090909,23.47384807,186.3181818,25.41780822,0.590909091,-1.943960149
2018,R13,16-Jun-18,St Kilda,80,2,W,Gold Coast,187.7727273,24.2501868,188.5,24.02552927,-0.727272727,0.224657534
2018,R15,1-Jul-18,St Kilda,119,2,W,Melbourne,187.4090909,24.4377335,188.1363636,25.21444583,-0.727272727,-0.776712329
2018,R16,7-Jul-18,St Kilda,50,-36,L,Port Adelaide,186.9090909,24.76002491,188.7727273,26.08318804,-1.863636364,-1.323163138
2018,R17,13-Jul-18,St Kilda,116,64,W,Carlton,186.4545455,24.73872976,187.6818182,24.35641345,-1.227272727,0.382316314
2018,R18,20-Jul-18,St Kilda,57,-54,L,Richmond,187.2727273,24.67110834,186.5,25.37995019,0.772727273,-0.708841843
