Year,Team,Team 2,Margin
2018,West Coast,Adelaide,-10
2018,West Coast,Brisbane Lions,26
2018,West Coast,Carlton,10
2018,West Coast,Collingwood,18.7
2018,West Coast,Essendon,-28
2018,West Coast,Fremantle,33
2018,West Coast,Geelong,15
2018,West Coast,Gold Coast,80
2018,West Coast,Greater Western Sydney,18
2018,West Coast,Hawthorn,15
2018,West Coast,Melbourne,24.5
2018,West Coast,North Melbourne,-40
2018,West Coast,Port Adelaide,23
2018,West Coast,Richmond,47
2018,West Coast,St Kilda,13
2018,West Coast,Sydney,-22
2018,West Coast,West Coast,
2018,West Coast,Western Bulldogs,52.5
2018,Western Bulldogs,Adelaide,-37
2018,Western Bulldogs,Brisbane Lions,14
2018,Western Bulldogs,Carlton,19
2018,Western Bulldogs,Collingwood,-35
2018,Western Bulldogs,Essendon,21
2018,Western Bulldogs,Fremantle,-54
2018,Western Bulldogs,Geelong,2
2018,Western Bulldogs,Gold Coast,9
2018,Western Bulldogs,Greater Western Sydney,-82
2018,Western Bulldogs,Hawthorn,-63
2018,Western Bulldogs,Melbourne,-49.5
2018,Western Bulldogs,North Melbourne,2.5
2018,Western Bulldogs,Port Adelaide,-50.5
2018,Western Bulldogs,Richmond,-3
2018,Western Bulldogs,St Kilda,35
2018,Western Bulldogs,Sydney,-7
2018,Western Bulldogs,West Coast,-52.5
2018,Western Bulldogs,Western Bulldogs,
2019,Adelaide,Adelaide,
2019,Adelaide,Brisbane Lions,-1
2019,Adelaide,Carlton,-27
2019,Adelaide,Collingwood,-66
2019,Adelaide,Essendon,-21
2019,Adelaide,Fremantle,17
2019,Adelaide,Geelong,-25.5
2019,Adelaide,Gold Coast,84
2019,Adelaide,Greater Western Sydney,21
2019,Adelaide,Hawthorn,-32
2019,Adelaide,Melbourne,2
2019,Adelaide,North Melbourne,-12
2019,Adelaide,Port Adelaide,-18.5
2019,Adelaide,Richmond,33
2019,Adelaide,St Kilda,25.5
2019,Adelaide,Sydney,26
2019,Adelaide,West Coast,-11
2019,Adelaide,Western Bulldogs,-34
2019,Brisbane Lions,Adelaide,1
2019,Brisbane Lions,Brisbane Lions,
2019,Brisbane Lions,Carlton,-15
2019,Brisbane Lions,Collingwood,-62
2019,Brisbane Lions,Essendon,-47
2019,Brisbane Lions,Fremantle,-1
2019,Brisbane Lions,Geelong,1
2019,Brisbane Lions,Gold Coast,70
2019,Brisbane Lions,Greater Western Sydney,8.5
2019,Brisbane Lions,Hawthorn,23
2019,Brisbane Lions,Melbourne,33
2019,Brisbane Lions,North Melbourne,16
2019,Brisbane Lions,Port Adelaide,32.5
2019,Brisbane Lions,Richmond,-37
2019,Brisbane Lions,St Kilda,56
2019,Brisbane Lions,Sydney,22
2019,Brisbane Lions,West Coast,44
2019,Brisbane Lions,Western Bulldogs,1
2019,Carlton,Adelaide,27
2019,Carlton,Brisbane Lions,15
2019,Carlton,Carlton,
2019,Carlton,Collingwood,-19
2019,Carlton,Essendon,-41
2019,Carlton,Fremantle,4
2019,Carlton,Geelong,-68
2019,Carlton,Gold Coast,11
2019,Carlton,Greater Western Sydney,-93
2019,Carlton,Hawthorn,-5
2019,Carlton,Melbourne,-5
2019,Carlton,North Melbourne,-58
2019,Carlton,Port Adelaide,-16
2019,Carlton,Richmond,-30.5
2019,Carlton,St Kilda,-1.5
2019,Carlton,Sydney,-6
2019,Carlton,West Coast,-24
2019,Carlton,Western Bulldogs,20.5
2019,Collingwood,Adelaide,66
2019,Collingwood,Brisbane Lions,62
2019,Collingwood,Carlton,19
2019,Collingwood,Collingwood,
2019,Collingwood,Essendon,7.5
2019,Collingwood,Fremantle,-4
2019,Collingwood,Geelong,1.5
2019,Collingwood,Gold Coast,69
2019,Collingwood,Greater Western Sydney,-25.5
2019,Collingwood,Hawthorn,-4
2019,Collingwood,Melbourne,29
2019,Collingwood,North Melbourne,-44
2019,Collingwood,Port Adelaide,39
2019,Collingwood,Richmond,6
2019,Collingwood,St Kilda,41
2019,Collingwood,Sydney,7
2019,Collingwood,West Coast,-10.5
2019,Collingwood,Western Bulldogs,11.5
2019,Essendon,Adelaide,21
2019,Essendon,Brisbane Lions,47
2019,Essendon,Carlton,41
2019,Essendon,Collingwood,-7.5
2019,Essendon,Essendon,
2019,Essendon,Fremantle,19.5
2019,Essendon,Geelong,-32
2019,Essendon,Gold Coast,10
2019,Essendon,Greater Western Sydney,-33
2019,Essendon,Hawthorn,19
2019,Essendon,Melbourne,18
2019,Essendon,North Melbourne,31.5
2019,Essendon,Port Adelaide,-59
2019,Essendon,Richmond,-23
2019,Essendon,St Kilda,-11
2019,Essendon,Sydney,2.5
2019,Essendon,West Coast,-45
2019,Essendon,Western Bulldogs,-104
2019,Fremantle,Adelaide,-17
2019,Fremantle,Brisbane Lions,1
2019,Fremantle,Carlton,-4
2019,Fremantle,Collingwood,4
2019,Fremantle,Essendon,-19.5
2019,Fremantle,Fremantle,
2019,Fremantle,Geelong,34
2019,Fremantle,Gold Coast,-3
2019,Fremantle,Greater Western Sydney,24
2019,Fremantle,Hawthorn,-31
2019,Fremantle,Melbourne,-14
2019,Fremantle,North Melbourne,82
2019,Fremantle,Port Adelaide,-11
2019,Fremantle,Richmond,-25
2019,Fremantle,St Kilda,1
2019,Fremantle,Sydney,1
2019,Fremantle,West Coast,-52
2019,Fremantle,Western Bulldogs,-14
2019,Geelong,Adelaide,25.5
2019,Geelong,Brisbane Lions,-1
2019,Geelong,Carlton,68
2019,Geelong,Collingwood,-1.5
2019,Geelong,Essendon,32
2019,Geelong,Fremantle,-34
2019,Geelong,Geelong,
2019,Geelong,Gold Coast,27
2019,Geelong,Greater Western Sydney,-4
2019,Geelong,Hawthorn,-0.5
2019,Geelong,Melbourne,80
2019,Geelong,North Melbourne,39.5
2019,Geelong,Port Adelaide,-11
2019,Geelong,Richmond,24
2019,Geelong,St Kilda,27
2019,Geelong,Sydney,24.5
2019,Geelong,West Coast,39
2019,Geelong,Western Bulldogs,14
2019,Gold Coast,Adelaide,-84
2019,Gold Coast,Brisbane Lions,-70
2019,Gold Coast,Carlton,-11
2019,Gold Coast,Collingwood,-69
2019,Gold Coast,Essendon,-10
2019,Gold Coast,Fremantle,3
2019,Gold Coast,Geelong,-27
2019,Gold Coast,Gold Coast,
2019,Gold Coast,Greater Western Sydney,-77.5
2019,Gold Coast,Hawthorn,-70
2019,Gold Coast,Melbourne,-1
2019,Gold Coast,North Melbourne,-27
2019,Gold Coast,Port Adelaide,-38
2019,Gold Coast,Richmond,-92
2019,Gold Coast,St Kilda,-2.5
2019,Gold Coast,Sydney,-42
2019,Gold Coast,West Coast,-23
2019,Gold Coast,Western Bulldogs,5
2019,Greater Western Sydney,Adelaide,-21
2019,Greater Western Sydney,Brisbane Lions,-8.5
2019,Greater Western Sydney,Carlton,93
2019,Greater Western Sydney,Collingwood,25.5
2019,Greater Western Sydney,Essendon,33
2019,Greater Western Sydney,Fremantle,-24
2019,Greater Western Sydney,Geelong,4
2019,Greater Western Sydney,Gold Coast,77.5
2019,Greater Western Sydney,Greater Western Sydney,
2019,Greater Western Sydney,Hawthorn,-44.5
2019,Greater Western Sydney,Melbourne,26
2019,Greater Western Sydney,North Melbourne,23
2019,Greater Western Sydney,Port Adelaide,1
2019,Greater Western Sydney,Richmond,-22.3
2019,Greater Western Sydney,St Kilda,44
2019,Greater Western Sydney,Sydney,21.5
2019,Greater Western Sydney,West Coast,-52
2019,Greater Western Sydney,Western Bulldogs,-1.5
2019,Hawthorn,Adelaide,32
2019,Hawthorn,Brisbane Lions,-23
2019,Hawthorn,Carlton,5
2019,Hawthorn,Collingwood,4
2019,Hawthorn,Essendon,-19
2019,Hawthorn,Fremantle,31
2019,Hawthorn,Geelong,0.5
2019,Hawthorn,Gold Coast,70
2019,Hawthorn,Greater Western Sydney,44.5
2019,Hawthorn,Hawthorn,
2019,Hawthorn,Melbourne,-5
2019,Hawthorn,North Melbourne,-3
2019,Hawthorn,Port Adelaide,31
2019,Hawthorn,Richmond,-36
2019,Hawthorn,St Kilda,-5
2019,Hawthorn,Sydney,-19
2019,Hawthorn,West Coast,16
2019,Hawthorn,Western Bulldogs,-19
2019,Melbourne,Adelaide,-2
2019,Melbourne,Brisbane Lions,-33
2019,Melbourne,Carlton,5
2019,Melbourne,Collingwood,-29
2019,Melbourne,Essendon,-18
2019,Melbourne,Fremantle,14
2019,Melbourne,Geelong,-80
2019,Melbourne,Gold Coast,1
2019,Melbourne,Greater Western Sydney,-26
2019,Melbourne,Hawthorn,5
2019,Melbourne,Melbourne,
2019,Melbourne,North Melbourne,-5
2019,Melbourne,Port Adelaide,-26
2019,Melbourne,Richmond,-38
2019,Melbourne,St Kilda,-29.5
2019,Melbourne,Sydney,-15.5
2019,Melbourne,West Coast,-14.5
2019,Melbourne,Western Bulldogs,-8
2019,North Melbourne,Adelaide,12
2019,North Melbourne,Brisbane Lions,-16
2019,North Melbourne,Carlton,58
2019,North Melbourne,Collingwood,44
2019,North Melbourne,Essendon,-31.5
2019,North Melbourne,Fremantle,-82
2019,North Melbourne,Geelong,-39.5
2019,North Melbourne,Gold Coast,27
2019,North Melbourne,Greater Western Sydney,-23
2019,North Melbourne,Hawthorn,3
2019,North Melbourne,Melbourne,5
2019,North Melbourne,North Melbourne,
2019,North Melbourne,Port Adelaide,35
2019,North Melbourne,Richmond,37
2019,North Melbourne,St Kilda,39
2019,North Melbourne,Sydney,-5
2019,North Melbourne,West Coast,-49
2019,North Melbourne,Western Bulldogs,25
2019,Port Adelaide,Adelaide,18.5
2019,Port Adelaide,Brisbane Lions,-32.5
2019,Port Adelaide,Carlton,16
2019,Port Adelaide,Collingwood,-39
2019,Port Adelaide,Essendon,59
2019,Port Adelaide,Fremantle,11
2019,Port Adelaide,Geelong,11
2019,Port Adelaide,Gold Coast,38
2019,Port Adelaide,Greater Western Sydney,-1
2019,Port Adelaide,Hawthorn,-31
2019,Port Adelaide,Melbourne,26
2019,Port Adelaide,North Melbourne,-35
2019,Port Adelaide,Port Adelaide,
2019,Port Adelaide,Richmond,-22.5
2019,Port Adelaide,St Kilda,70
2019,Port Adelaide,Sydney,47
2019,Port Adelaide,West Coast,42
2019,Port Adelaide,Western Bulldogs,-25
2019,Richmond,Adelaide,-33
2019,Richmond,Brisbane Lions,37
2019,Richmond,Carlton,30.5
2019,Richmond,Collingwood,-6
2019,Richmond,Essendon,23
2019,Richmond,Fremantle,25
2019,Richmond,Geelong,-24
2019,Richmond,Gold Coast,92
2019,Richmond,Greater Western Sydney,22.3
2019,Richmond,Hawthorn,36
2019,Richmond,Melbourne,38
2019,Richmond,North Melbourne,-37
2019,Richmond,Port Adelaide,22.5
2019,Richmond,Richmond,
2019,Richmond,St Kilda,33
2019,Richmond,Sydney,22
2019,Richmond,West Coast,6
2019,Richmond,Western Bulldogs,-47
2019,St Kilda,Adelaide,-25.5
2019,St Kilda,Brisbane Lions,-56
2019,St Kilda,Carlton,1.5
2019,St Kilda,Collingwood,-41
2019,St Kilda,Essendon,11
2019,St Kilda,Fremantle,-1
2019,St Kilda,Geelong,-27
2019,St Kilda,Gold Coast,2.5
2019,St Kilda,Greater Western Sydney,-44
2019,St Kilda,Hawthorn,5
2019,St Kilda,Melbourne,29.5
2019,St Kilda,North Melbourne,-39
2019,St Kilda,Port Adelaide,-70
2019,St Kilda,Richmond,-33
2019,St Kilda,St Kilda,
2019,St Kilda,Sydney,-45
2019,St Kilda,West Coast,-18
2019,St Kilda,Western Bulldogs,27
2019,Sydney,Adelaide,-26
2019,Sydney,Brisbane Lions,-22
2019,Sydney,Carlton,6
2019,Sydney,Collingwood,-7
2019,Sydney,Essendon,-2.5
2019,Sydney,Fremantle,-1
2019,Sydney,Geelong,-24.5
2019,Sydney,Gold Coast,42
2019,Sydney,Greater Western Sydney,-21.5
2019,Sydney,Hawthorn,19
2019,Sydney,Melbourne,15.5
2019,Sydney,North Melbourne,5
2019,Sydney,Port Adelaide,-47
2019,Sydney,Richmond,-22
2019,Sydney,St Kilda,45
2019,Sydney,Sydney,
2019,Sydney,West Coast,45
2019,Sydney,Western Bulldogs,-17
2019,West Coast,Adelaide,11
2019,West Coast,Brisbane Lions,-44
2019,West Coast,Carlton,24
2019,West Coast,Collingwood,10.5
2019,West Coast,Essendon,45
2019,West Coast,Fremantle,52
2019,West Coast,Geelong,-39
2019,West Coast,Gold Coast,23
2019,West Coast,Greater Western Sydney,52
2019,West Coast,Hawthorn,-16
2019,West Coast,Melbourne,14.5
2019,West Coast,North Melbourne,49
2019,West Coast,Port Adelaide,-42
2019,West Coast,Richmond,-6
2019,West Coast,St Kilda,18
2019,West Coast,Sydney,-45
2019,West Coast,West Coast,
2019,West Coast,Western Bulldogs,61
2019,Western Bulldogs,Adelaide,34
2019,Western Bulldogs,Brisbane Lions,-1
2019,Western Bulldogs,Carlton,-20.5
2019,Western Bulldogs,Collingwood,-11.5
2019,Western Bulldogs,Essendon,104
2019,Western Bulldogs,Fremantle,14
2019,Western Bulldogs,Geelong,-14
2019,Western Bulldogs,Gold Coast,-5
2019,Western Bulldogs,Greater Western Sydney,1.5
2019,Western Bulldogs,Hawthorn,19
2019,Western Bulldogs,Melbourne,8
2019,Western Bulldogs,North Melbourne,-25
2019,Western Bulldogs,Port Adelaide,25
2019,Western Bulldogs,Richmond,47
2019,Western Bulldogs,St Kilda,-27
2019,Western Bulldogs,Sydney,17
2019,Western Bulldogs,West Coast,-61
2019,Western Bulldogs,Western Bulldogs,
2020,Adelaide,Adelaide,
2020,Adelaide,Brisbane Lions,-37
2020,Adelaide,Carlton,16
2020,Adelaide,Collingwood,-24
2020,Adelaide,Essendon,-3
2020,Adelaide,Fremantle,-20
2020,Adelaide,Geelong,-28
2020,Adelaide,Gold Coast,-53
2020,Adelaide,Greater Western Sydney,12
2020,Adelaide,Hawthorn,35
2020,Adelaide,Melbourne,-51
2020,Adelaide,North Melbourne,-69
2020,Adelaide,Port Adelaide,-75
2020,Adelaide,Richmond,-44
2020,Adelaide,St Kilda,-23
2020,Adelaide,Sydney,-3
2020,Adelaide,West Coast,-33
2020,Adelaide,Western Bulldogs,-57
2020,Brisbane Lions,Adelaide,37
2020,Brisbane Lions,Brisbane Lions,
2020,Brisbane Lions,Carlton,17
2020,Brisbane Lions,Collingwood,8
2020,Brisbane Lions,Essendon,63
2020,Brisbane Lions,Fremantle,12
2020,Brisbane Lions,Geelong,-33.5
2020,Brisbane Lions,Gold Coast,45
2020,Brisbane Lions,Greater Western Sydney,20
2020,Brisbane Lions,Hawthorn,-28
2020,Brisbane Lions,Melbourne,4
2020,Brisbane Lions,North Melbourne,1
2020,Brisbane Lions,Port Adelaide,37
2020,Brisbane Lions,Richmond,-13
2020,Brisbane Lions,St Kilda,2
2020,Brisbane Lions,Sydney,32
2020,Brisbane Lions,West Coast,30
2020,Brisbane Lions,Western Bulldogs,24
2020,Carlton,Adelaide,-16
2020,Carlton,Brisbane Lions,-17
2020,Carlton,Carlton,
2020,Carlton,Collingwood,-24
2020,Carlton,Essendon,1
2020,Carlton,Fremantle,4
2020,Carlton,Geelong,2
2020,Carlton,Gold Coast,33
2020,Carlton,Greater Western Sydney,-9
2020,Carlton,Hawthorn,-31
2020,Carlton,Melbourne,-1
2020,Carlton,North Melbourne,7
2020,Carlton,Port Adelaide,-3
2020,Carlton,Richmond,-24
2020,Carlton,St Kilda,-18
2020,Carlton,Sydney,5
2020,Carlton,West Coast,-22
2020,Carlton,Western Bulldogs,52
2020,Collingwood,Adelaide,24
2020,Collingwood,Brisbane Lions,-8
2020,Collingwood,Carlton,24
2020,Collingwood,Collingwood,
2020,Collingwood,Essendon,-15
2020,Collingwood,Fremantle,-12
2020,Collingwood,Geelong,-23
2020,Collingwood,Gold Coast,22
2020,Collingwood,Greater Western Sydney,-2
2020,Collingwood,Hawthorn,32
2020,Collingwood,Melbourne,-56
2020,Collingwood,North Melbourne,30
2020,Collingwood,Port Adelaide,-16
2020,Collingwood,Richmond,0
2020,Collingwood,St Kilda,44
2020,Collingwood,Sydney,9
2020,Collingwood,West Coast,-32.5
2020,Collingwood,Western Bulldogs,52
2020,Essendon,Adelaide,3
2020,Essendon,Brisbane Lions,-63
2020,Essendon,Carlton,-1
2020,Essendon,Collingwood,15
2020,Essendon,Essendon,
2020,Essendon,Fremantle,6
2020,Essendon,Geelong,-66
2020,Essendon,Gold Coast,0
2020,Essendon,Greater Western Sydney,-4
2020,Essendon,Hawthorn,16
2020,Essendon,Melbourne,-19
2020,Essendon,North Melbourne,14
2020,Essendon,Port Adelaide,-50
2020,Essendon,Richmond,-12
2020,Essendon,St Kilda,-35
2020,Essendon,Sydney,6
2020,Essendon,West Coast,-15
2020,Essendon,Western Bulldogs,-42
2020,Fremantle,Adelaide,20
2020,Fremantle,Brisbane Lions,-12
2020,Fremantle,Carlton,-4
2020,Fremantle,Collingwood,12
2020,Fremantle,Essendon,-6
2020,Fremantle,Fremantle,
2020,Fremantle,Geelong,-32
2020,Fremantle,Gold Coast,-13
2020,Fremantle,Greater Western Sydney,-38
2020,Fremantle,Hawthorn,16
2020,Fremantle,Melbourne,14
2020,Fremantle,North Melbourne,64
2020,Fremantle,Port Adelaide,-29
2020,Fremantle,Richmond,-27
2020,Fremantle,St Kilda,6
2020,Fremantle,Sydney,31
2020,Fremantle,West Coast,-30
2020,Fremantle,Western Bulldogs,-30
2020,Geelong,Adelaide,28
2020,Geelong,Brisbane Lions,33.5
2020,Geelong,Carlton,-2
2020,Geelong,Collingwood,23
2020,Geelong,Essendon,66
2020,Geelong,Fremantle,32
2020,Geelong,Geelong,
2020,Geelong,Gold Coast,37
2020,Geelong,Greater Western Sydney,-32
2020,Geelong,Hawthorn,61
2020,Geelong,Melbourne,3
2020,Geelong,North Melbourne,33
2020,Geelong,Port Adelaide,22
2020,Geelong,Richmond,-28.5
2020,Geelong,St Kilda,59
2020,Geelong,Sydney,6
2020,Geelong,West Coast,-9
2020,Geelong,Western Bulldogs,11
2020,Gold Coast,Adelaide,53
2020,Gold Coast,Brisbane Lions,-45
2020,Gold Coast,Carlton,-33
2020,Gold Coast,Collingwood,-22
2020,Gold Coast,Essendon,0
2020,Gold Coast,Fremantle,13
2020,Gold Coast,Geelong,-37
2020,Gold Coast,Gold Coast,
2020,Gold Coast,Greater Western Sydney,-26
2020,Gold Coast,Hawthorn,-51
2020,Gold Coast,Melbourne,-17
2020,Gold Coast,North Melbourne,63
2020,Gold Coast,Port Adelaide,-47
2020,Gold Coast,Richmond,-21
2020,Gold Coast,St Kilda,-4
2020,Gold Coast,Sydney,32
2020,Gold Coast,West Coast,44
2020,Gold Coast,Western Bulldogs,-5
2020,Greater Western Sydney,Adelaide,-12
2020,Greater Western Sydney,Brisbane Lions,-20
2020,Greater Western Sydney,Carlton,9
2020,Greater Western Sydney,Collingwood,2
2020,Greater Western Sydney,Essendon,4
2020,Greater Western Sydney,Fremantle,38
2020,Greater Western Sydney,Geelong,32
2020,Greater Western Sydney,Gold Coast,26
2020,Greater Western Sydney,Greater Western Sydney,
2020,Greater Western Sydney,Hawthorn,34
2020,Greater Western Sydney,Melbourne,-5
2020,Greater Western Sydney,North Melbourne,-20
2020,Greater Western Sydney,Port Adelaide,-17
2020,Greater Western Sydney,Richmond,12
2020,Greater Western Sydney,St Kilda,-52
2020,Greater Western Sydney,Sydney,-41
2020,Greater Western Sydney,West Coast,-12
2020,Greater Western Sydney,Western Bulldogs,-24
2020,Hawthorn,Adelaide,-35
2020,Hawthorn,Brisbane Lions,28
2020,Hawthorn,Carlton,31
2020,Hawthorn,Collingwood,-32
2020,Hawthorn,Essendon,-16
2020,Hawthorn,Fremantle,-16
2020,Hawthorn,Geelong,-61
2020,Hawthorn,Gold Coast,51
2020,Hawthorn,Greater Western Sydney,-34
2020,Hawthorn,Hawthorn,
2020,Hawthorn,Melbourne,-43
2020,Hawthorn,North Melbourne,4
2020,Hawthorn,Port Adelaide,-10
2020,Hawthorn,Richmond,32
2020,Hawthorn,St Kilda,-14
2020,Hawthorn,Sydney,-7
2020,Hawthorn,West Coast,-32
2020,Hawthorn,Western Bulldogs,-36
2020,Melbourne,Adelaide,51
2020,Melbourne,Brisbane Lions,-4
2020,Melbourne,Carlton,1
2020,Melbourne,Collingwood,56
2020,Melbourne,Essendon,19
2020,Melbourne,Fremantle,-14
2020,Melbourne,Geelong,-3
2020,Melbourne,Gold Coast,17
2020,Melbourne,Greater Western Sydney,5
2020,Melbourne,Hawthorn,43
2020,Melbourne,Melbourne,
2020,Melbourne,North Melbourne,57
2020,Melbourne,Port Adelaide,-51
2020,Melbourne,Richmond,-27
2020,Melbourne,St Kilda,3
2020,Melbourne,Sydney,-21
2020,Melbourne,West Coast,-27
2020,Melbourne,Western Bulldogs,-28
2020,North Melbourne,Adelaide,69
2020,North Melbourne,Brisbane Lions,-1
2020,North Melbourne,Carlton,-7
2020,North Melbourne,Collingwood,-30
2020,North Melbourne,Essendon,-14
2020,North Melbourne,Fremantle,-64
2020,North Melbourne,Geelong,-33
2020,North Melbourne,Gold Coast,-63
2020,North Melbourne,Greater Western Sydney,20
2020,North Melbourne,Hawthorn,-4
2020,North Melbourne,Melbourne,-57
2020,North Melbourne,North Melbourne,
2020,North Melbourne,Port Adelaide,-36
2020,North Melbourne,Richmond,-54
2020,North Melbourne,St Kilda,2
2020,North Melbourne,Sydney,-11
2020,North Melbourne,West Coast,-15
2020,North Melbourne,Western Bulldogs,-49
2020,Port Adelaide,Adelaide,75
2020,Port Adelaide,Brisbane Lions,-37
2020,Port Adelaide,Carlton,3
2020,Port Adelaide,Collingwood,16
2020,Port Adelaide,Essendon,50
2020,Port Adelaide,Fremantle,29
2020,Port Adelaide,Geelong,-22
2020,Port Adelaide,Gold Coast,47
2020,Port Adelaide,Greater Western Sydney,17
2020,Port Adelaide,Hawthorn,10
2020,Port Adelaide,Melbourne,51
2020,Port Adelaide,North Melbourne,36
2020,Port Adelaide,Port Adelaide,
2020,Port Adelaide,Richmond,7.5
2020,Port Adelaide,St Kilda,-29
2020,Port Adelaide,Sydney,26
2020,Port Adelaide,West Coast,48
2020,Port Adelaide,Western Bulldogs,13
2020,Richmond,Adelaide,44
2020,Richmond,Brisbane Lions,13
2020,Richmond,Carlton,24
2020,Richmond,Collingwood,0
2020,Richmond,Essendon,12
2020,Richmond,Fremantle,27
2020,Richmond,Geelong,28.5
2020,Richmond,Gold Coast,21
2020,Richmond,Greater Western Sydney,-12
2020,Richmond,Hawthorn,-32
2020,Richmond,Melbourne,27
2020,Richmond,North Melbourne,54
2020,Richmond,Port Adelaide,-7.5
2020,Richmond,Richmond,
2020,Richmond,St Kilda,2.5
2020,Richmond,Sydney,8
2020,Richmond,West Coast,27
2020,Richmond,Western Bulldogs,41
2020,St Kilda,Adelaide,23
2020,St Kilda,Brisbane Lions,-2
2020,St Kilda,Carlton,18
2020,St Kilda,Collingwood,-44
2020,St Kilda,Essendon,35
2020,St Kilda,Fremantle,-6
2020,St Kilda,Geelong,-59
2020,St Kilda,Gold Coast,4
2020,St Kilda,Greater Western Sydney,52
2020,St Kilda,Hawthorn,14
2020,St Kilda,Melbourne,-3
2020,St Kilda,North Melbourne,-2
2020,St Kilda,Port Adelaide,29
2020,St Kilda,Richmond,-2.5
2020,St Kilda,St Kilda,
2020,St Kilda,Sydney,53
2020,St Kilda,West Coast,-15
2020,St Kilda,Western Bulldogs,21
2020,Sydney,Adelaide,3
2020,Sydney,Brisbane Lions,-32
2020,Sydney,Carlton,-5
2020,Sydney,Collingwood,-9
2020,Sydney,Essendon,-6
2020,Sydney,Fremantle,-31
2020,Sydney,Geelong,-6
2020,Sydney,Gold Coast,-32
2020,Sydney,Greater Western Sydney,41
2020,Sydney,Hawthorn,7
2020,Sydney,Melbourne,21
2020,Sydney,North Melbourne,11
2020,Sydney,Port Adelaide,-26
2020,Sydney,Richmond,-8
2020,Sydney,St Kilda,-53
2020,Sydney,Sydney,
2020,Sydney,West Coast,-34
2020,Sydney,Western Bulldogs,-28
2020,West Coast,Adelaide,33
2020,West Coast,Brisbane Lions,-30
2020,West Coast,Carlton,22
2020,West Coast,Collingwood,32.5
2020,West Coast,Essendon,15
2020,West Coast,Fremantle,30
2020,West Coast,Geelong,9
2020,West Coast,Gold Coast,-44
2020,West Coast,Greater Western Sydney,12
2020,West Coast,Hawthorn,32
2020,West Coast,Melbourne,27
2020,West Coast,North Melbourne,15
2020,West Coast,Port Adelaide,-48
2020,West Coast,Richmond,-27
2020,West Coast,St Kilda,15
2020,West Coast,Sydney,34
2020,West Coast,West Coast,
2020,West Coast,Western Bulldogs,-2
2020,Western Bulldogs,Adelaide,57
2020,Western Bulldogs,Brisbane Lions,-24
2020,Western Bulldogs,Carlton,-52
2020,Western Bulldogs,Collingwood,-52
2020,Western Bulldogs,Essendon,42
2020,Western Bulldogs,Fremantle,30
2020,Western Bulldogs,Geelong,-11
2020,Western Bulldogs,Gold Coast,5
2020,Western Bulldogs,Greater Western Sydney,24
2020,Western Bulldogs,Hawthorn,36
2020,Western Bulldogs,Melbourne,28
2020,Western Bulldogs,North Melbourne,49
2020,Western Bulldogs,Port Adelaide,-13
2020,Western Bulldogs,Richmond,-41
2020,Western Bulldogs,St Kilda,-21
2020,Western Bulldogs,Sydney,28
2020,Western Bulldogs,West Coast,2
2020,Western Bulldogs,Western Bulldogs,
Total,Adelaide,Adelaide,
Total,Adelaide,Brisbane Lions,38.8
Total,Adelaide,Carlton,20.2
Total,Adelaide,Collingwood,-13.1
Total,Adelaide,Essendon,19.1
Total,Adelaide,Fremantle,11.5
Total,Adelaide,Geelong,-12.2
Total,Adelaide,Gold Coast,44.9
Total,Adelaide,Greater Western Sydney,38.4
Total,Adelaide,Hawthorn,-17.3
Total,Adelaide,Melbourne,9.2
Total,Adelaide,North Melbourne,-4.2
Total,Adelaide,Port Adelaide,-0.2
Total,Adelaide,Richmond,4.5
Total,Adelaide,St Kilda,41
Total,Adelaide,Sydney,-20.8
Total,Adelaide,West Coast,-0.5
Total,Adelaide,Western Bulldogs,1.1
Total,Brisbane Lions,Adelaide,-38.8
Total,Brisbane Lions,Brisbane Lions,
Total,Brisbane Lions,Carlton,5.2
Total,Brisbane Lions,Collingwood,-27.6
Total,Brisbane Lions,Essendon,-11.3
Total,Brisbane Lions,Fremantle,-15.1
Total,Brisbane Lions,Geelong,-39.9
Total,Brisbane Lions,Gold Coast,17.2
Total,Brisbane Lions,Greater Western Sydney,-7.1
Total,Brisbane Lions,Hawthorn,-32.2
Total,Brisbane Lions,Melbourne,0.9
Total,Brisbane Lions,North Melbourne,-28.5
Total,Brisbane Lions,Port Adelaide,-17.4
Total,Brisbane Lions,Richmond,-45.6
Total,Brisbane Lions,St Kilda,-6.3
Total,Brisbane Lions,Sydney,-25.3
Total,Brisbane Lions,West Coast,-23.9
Total,Brisbane Lions,Western Bulldogs,-6.3
Total,Carlton,Adelaide,-20.2
Total,Carlton,Brisbane Lions,-5.2
Total,Carlton,Carlton,
Total,Carlton,Collingwood,-11
Total,Carlton,Essendon,-6.9
Total,Carlton,Fremantle,-15.7
Total,Carlton,Geelong,-27.8
Total,Carlton,Gold Coast,9.6
Total,Carlton,Greater Western Sydney,-21.6
Total,Carlton,Hawthorn,-34.5
Total,Carlton,Melbourne,1
Total,Carlton,North Melbourne,-34.9
Total,Carlton,Port Adelaide,-26.3
Total,Carlton,Richmond,-14.7
Total,Carlton,St Kilda,-6.8
Total,Carlton,Sydney,-30.1
Total,Carlton,West Coast,-14.7
Total,Carlton,Western Bulldogs,0.5
Total,Collingwood,Adelaide,13.1
Total,Collingwood,Brisbane Lions,27.6
Total,Collingwood,Carlton,11
Total,Collingwood,Collingwood,
Total,Collingwood,Essendon,9.7
Total,Collingwood,Fremantle,1.3
