,,,,,,,,,,,max,100,,,,Rainfall Bins,0,1,10,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Round,Team,Score,Margin,WinLoss,Opposition,Day,Date,Start Time,Venue,Attendance,Rainfall(mm),,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2015,R14,Hawthorn,101,10,W,Collingwood,Fri,3-Jul-15,7:50 PM,M.C.G.,"75,880",4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Hawthorn,115,72,W,Fremantle,Sun,12-Jul-15,3:20 PM,York Park,"16,792",5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Hawthorn,88,14,W,West Coast,Sat,8-Aug-15,5:40 PM,Subiaco,"34,843",6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,QF,Hawthorn,64,-32,L,West Coast,Fri,11-Sep-15,6:20 PM,Subiaco,"42,663",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Hawthorn,91,-8,L,Port Adelaide,Sat,25-Apr-15,7:10 PM,Adelaide Oval,"49,831",13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Hawthorn,173,138,W,Carlton,Fri,24-Jul-15,7:50 PM,Docklands,"26,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Melbourne,115,26,W,Gold Coast,Sat,4-Apr-15,1:40 PM,M.C.G.,"27,013",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Melbourne,85,-25,L,Collingwood,Mon,8-Jun-15,3:20 PM,M.C.G.,"66,120",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Melbourne,83,-2,L,St Kilda,Sun,14-Jun-15,4:40 PM,Docklands,"25,217",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Melbourne,60,-54,L,West Coast,Sat,4-Jul-15,7:10 PM,Marrara Oval,"11,873",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Melbourne,60,24,W,Brisbane Lions,Sun,19-Jul-15,1:10 PM,M.C.G.,"25,149",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Melbourne,92,-35,L,North Melbourne,Sun,9-Aug-15,1:10 PM,M.C.G.,"30,695",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Melbourne,55,-98,L,Western Bulldogs,Sun,16-Aug-15,3:20 PM,Docklands,"27,805",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Melbourne,55,-23,L,Carlton,Sun,23-Aug-15,3:20 PM,M.C.G.,"33,962",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Melbourne,103,26,W,Greater Western Sydney,Sun,6-Sep-15,1:10 PM,Docklands,"8,974",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Melbourne,55,-25,L,Adelaide,Sat,18-Apr-15,1:40 PM,Adelaide Oval,"43,713",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Melbourne,83,32,W,Richmond,Fri,24-Apr-15,7:50 PM,M.C.G.,"58,175",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Melbourne,50,-68,L,Fremantle,Sun,3-May-15,1:10 PM,M.C.G.,"22,892",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Melbourne,50,-38,L,Sydney,Sat,9-May-15,7:20 PM,M.C.G.,"26,894",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Melbourne,50,-105,L,Hawthorn,Sat,16-May-15,2:10 PM,M.C.G.,"41,935",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Melbourne,103,39,W,Western Bulldogs,Sun,24-May-15,3:20 PM,M.C.G.,"29,381",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Melbourne,54,-61,L,Port Adelaide,Sat,30-May-15,1:40 PM,Traeger Park,"4,866",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Melbourne,113,24,W,Geelong,Sun,21-Jun-15,3:20 PM,Kardinia Park,"28,007",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Melbourne,60,-9,L,Essendon,Sat,11-Jul-15,1:40 PM,M.C.G.,"38,861",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Melbourne,91,37,W,Collingwood,Sat,1-Aug-15,2:10 PM,M.C.G.,"37,894",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Melbourne,46,-37,L,St Kilda,Sun,26-Jul-15,3:20 PM,M.C.G.,"22,945",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Melbourne,54,-54,L,Fremantle,Sun,30-Aug-15,2:40 PM,Subiaco,"33,529",15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Melbourne,56,-45,L,Greater Western Sydney,Sat,11-Apr-15,2:10 PM,Manuka Oval,"8,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,EF,North Melbourne,105,17,W,Richmond,Sun,13-Sep-15,3:20 PM,M.C.G.,"90,186",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PF,North Melbourne,55,-25,L,West Coast,Sat,26-Sep-15,5:45 PM,Subiaco,"43,080",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,North Melbourne,63,-77,L,Adelaide,Sun,5-Apr-15,2:50 PM,Adelaide Oval,"45,607",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,North Melbourne,75,-16,L,Sydney,Sat,13-Jun-15,7:20 PM,Docklands,"32,127",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,North Melbourne,70,-55,L,Gold Coast,Sat,4-Jul-15,4:40 PM,Carrara,"14,444",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,North Melbourne,110,72,W,Brisbane Lions,Sat,25-Jul-15,7:20 PM,Gabba,"15,563",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,North Melbourne,127,35,W,Melbourne,Sun,9-Aug-15,1:10 PM,M.C.G.,"30,695",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,North Melbourne,133,82,W,Brisbane Lions,Sun,12-Apr-15,4:40 PM,Docklands,"22,275",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,North Melbourne,94,11,W,Fremantle,Sun,23-Aug-15,1:10 PM,Docklands,"23,857",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,North Melbourne,67,-41,L,Richmond,Fri,4-Sep-15,7:50 PM,Docklands,"40,461",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,North Melbourne,70,-60,L,Hawthorn,Sat,2-May-15,7:25 PM,Docklands,"38,077",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,North Melbourne,109,35,W,Richmond,Sat,9-May-15,1:45 PM,Bellerive Oval,"17,544",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,North Melbourne,42,-73,L,Fremantle,Sat,23-May-15,5:40 PM,Subiaco,"35,836",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,North Melbourne,95,-17,L,Collingwood,Sun,31-May-15,3:20 PM,M.C.G.,"43,452",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,North Melbourne,85,10,W,West Coast,Sun,7-Jun-15,3:20 PM,Bellerive Oval,"12,011",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,North Melbourne,117,56,W,Greater Western Sydney,Sat,20-Jun-15,4:35 PM,Sydney Showground,"7,824",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,North Melbourne,120,41,W,Geelong,Sat,11-Jul-15,7:20 PM,Docklands,"31,270",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,North Melbourne,118,64,W,Carlton,Sat,1-Aug-15,7:20 PM,Docklands,"25,251",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,North Melbourne,120,37,W,St Kilda,Sat,15-Aug-15,2:10 PM,Bellerive Oval,"14,346",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,North Melbourne,93,11,W,Essendon,Fri,15-May-15,7:50 PM,Docklands,"43,972",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,North Melbourne,93,25,W,Essendon,Fri,17-Jul-15,7:50 PM,Docklands,"31,025",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,North Melbourne,73,-23,L,Western Bulldogs,Sat,29-Aug-15,4:35 PM,Docklands,"37,299",3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,North Melbourne,105,-8,L,Port Adelaide,Sat,18-Apr-15,7:20 PM,Docklands,"22,586",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SF,North Melbourne,77,26,W,Sydney,Sat,19-Sep-15,7:20 PM,Stadium Australia,"31,162",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,North Melbourne,83,16,W,Geelong,Sun,26-Apr-15,3:20 PM,Kardinia Park,"23,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Port Adelaide,68,-7,L,Fremantle,Sun,5-Apr-15,4:40 PM,Subiaco,"34,099",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Port Adelaide,100,38,W,Western Bulldogs,Sat,6-Jun-15,7:10 PM,Adelaide Oval,"40,907",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Port Adelaide,69,-23,L,Geelong,Fri,12-Jun-15,7:20 PM,Adelaide Oval,"46,140",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Port Adelaide,106,-4,L,Carlton,Sat,20-Jun-15,1:40 PM,M.C.G.,"27,693",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Port Adelaide,84,-10,L,Sydney,Thu,2-Jul-15,7:20 PM,S.C.G.,"28,316",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Port Adelaide,66,3,W,Collingwood,Thu,9-Jul-15,7:20 PM,Adelaide Oval,"44,496",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Port Adelaide,64,-64,L,Western Bulldogs,Sat,8-Aug-15,2:10 PM,Docklands,"20,590",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Port Adelaide,44,-48,L,Sydney,Sat,11-Apr-15,7:10 PM,Adelaide Oval,"49,765",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Port Adelaide,108,22,W,Hawthorn,Fri,21-Aug-15,7:50 PM,Docklands,"28,657",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Port Adelaide,122,69,W,Fremantle,Sat,5-Sep-15,3:20 PM,Adelaide Oval,"37,922",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Port Adelaide,115,24,W,Adelaide,Sun,3-May-15,4:10 PM,Adelaide Oval,"49,617",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Port Adelaide,43,-33,L,Richmond,Sun,24-May-15,4:10 PM,Adelaide Oval,"44,451",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Port Adelaide,115,61,W,Melbourne,Sat,30-May-15,1:40 PM,Traeger Park,"4,866",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Port Adelaide,113,-3,L,Adelaide,Sun,19-Jul-15,2:50 PM,Adelaide Oval,"53,518",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Port Adelaide,88,37,W,Gold Coast,Sat,29-Aug-15,7:20 PM,Carrara,"9,343",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Port Adelaide,65,-37,L,Brisbane Lions,Sun,17-May-15,4:40 PM,Gabba,"15,957",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Port Adelaide,111,21,W,Greater Western Sydney,Sat,15-Aug-15,4:05 PM,Adelaide Oval,"32,436",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Port Adelaide,68,-10,L,West Coast,Sun,10-May-15,4:10 PM,Adelaide Oval,"38,508",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Port Adelaide,129,13,W,Essendon,Sat,25-Jul-15,7:20 PM,Docklands,"23,705",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Port Adelaide,112,63,W,St Kilda,Sun,2-Aug-15,12:40 PM,Adelaide Oval,"35,977",6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Port Adelaide,113,8,W,North Melbourne,Sat,18-Apr-15,7:20 PM,Docklands,"22,586",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Port Adelaide,99,8,W,Hawthorn,Sat,25-Apr-15,7:10 PM,Adelaide Oval,"49,831",13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,EF,Richmond,88,-17,L,North Melbourne,Sun,13-Sep-15,3:20 PM,M.C.G.,"90,186",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Richmond,97,27,W,Fremantle,Fri,5-Jun-15,6:10 PM,Subiaco,"38,019",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Richmond,70,-20,L,West Coast,Fri,19-Jun-15,7:50 PM,M.C.G.,"45,178",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Richmond,71,30,W,Carlton,Fri,10-Jul-15,7:50 PM,M.C.G.,"52,564",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Richmond,89,16,W,St Kilda,Sun,19-Jul-15,4:40 PM,Docklands,"45,722",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Richmond,71,18,W,Hawthorn,Fri,31-Jul-15,7:50 PM,M.C.G.,"66,305",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Richmond,66,-19,L,Western Bulldogs,Sat,11-Apr-15,1:45 PM,M.C.G.,"49,945",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Richmond,138,83,W,Gold Coast,Sun,16-Aug-15,1:10 PM,M.C.G.,"38,508",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Richmond,147,91,W,Collingwood,Sat,22-Aug-15,1:45 PM,M.C.G.,"63,178",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Richmond,108,41,W,North Melbourne,Fri,4-Sep-15,7:50 PM,Docklands,"40,461",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Richmond,51,-32,L,Melbourne,Fri,24-Apr-15,7:50 PM,M.C.G.,"58,175",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Richmond,76,-9,L,Geelong,Sat,2-May-15,1:45 PM,M.C.G.,"45,228",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Richmond,74,-35,L,North Melbourne,Sat,9-May-15,1:45 PM,Bellerive Oval,"17,544",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Richmond,105,5,W,Collingwood,Sun,17-May-15,3:20 PM,M.C.G.,"59,034",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Richmond,76,33,W,Port Adelaide,Sun,24-May-15,4:10 PM,Adelaide Oval,"44,451",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Richmond,72,13,W,Essendon,Sat,30-May-15,7:20 PM,M.C.G.,"83,804",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Richmond,105,27,W,Carlton,Thu,2-Apr-15,7:20 PM,M.C.G.,"83,493",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Richmond,52,-36,L,Adelaide,Fri,7-Aug-15,7:20 PM,Adelaide Oval,"49,116",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R13,Richmond,95,18,W,Sydney,Fri,26-Jun-15,7:50 PM,S.C.G.,"37,579",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Richmond,78,9,W,Greater Western Sydney,Sat,4-Jul-15,1:40 PM,M.C.G.,"35,968",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Richmond,78,-4,L,Fremantle,Sat,25-Jul-15,4:35 PM,M.C.G.,"39,777",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Richmond,74,27,W,Essendon,Sat,29-Aug-15,7:20 PM,M.C.G.,"37,864",3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Richmond,137,79,W,Brisbane Lions,Sat,18-Apr-15,7:20 PM,Gabba,"22,441",3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,St Kilda,78,-9,L,Greater Western Sydney,Sun,5-Apr-15,1:10 PM,Docklands,"18,794",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,St Kilda,69,-63,L,Hawthorn,Sun,7-Jun-15,4:40 PM,Docklands,"33,886",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,St Kilda,85,2,W,Melbourne,Sun,14-Jun-15,4:40 PM,Docklands,"25,217",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R13,St Kilda,56,-6,L,Western Bulldogs,Sat,27-Jun-15,7:20 PM,Docklands,"26,511",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,St Kilda,162,110,W,Essendon,Sun,5-Jul-15,1:10 PM,Docklands,"38,020",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,St Kilda,73,-16,L,Richmond,Sun,19-Jul-15,4:40 PM,Docklands,"45,722",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,St Kilda,59,-37,L,Fremantle,Sun,9-Aug-15,4:40 PM,Docklands,"16,409",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,St Kilda,104,28,W,Gold Coast,Sat,11-Apr-15,7:20 PM,Carrara,"13,649",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,St Kilda,97,0,D,Geelong,Sat,22-Aug-15,7:20 PM,Docklands,"25,245",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,St Kilda,80,-2,L,Essendon,Sun,3-May-15,3:20 PM,Docklands,"29,869",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,St Kilda,94,7,W,Western Bulldogs,Sat,9-May-15,2:10 PM,Docklands,"29,619",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,St Kilda,78,-53,L,West Coast,Sat,23-May-15,1:45 PM,Docklands,"23,598",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,St Kilda,108,22,W,Brisbane Lions,Sun,31-May-15,1:10 PM,Gabba,"16,898",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,St Kilda,73,-46,L,Adelaide,Sat,16-May-15,1:15 PM,Adelaide Oval,"43,532",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,St Kilda,83,-37,L,North Melbourne,Sat,15-Aug-15,2:10 PM,Bellerive Oval,"14,346",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,St Kilda,38,-97,L,Sydney,Sun,30-Aug-15,3:20 PM,Docklands,"27,856",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,St Kilda,83,37,W,Melbourne,Sun,26-Jul-15,3:20 PM,M.C.G.,"22,945",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,St Kilda,49,-63,L,Port Adelaide,Sun,2-Aug-15,12:40 PM,Adelaide Oval,"35,977",6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,St Kilda,49,-35,L,Greater Western Sydney,Sun,12-Jul-15,1:10 PM,Sydney Showground,"9,178",7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,St Kilda,30,-95,L,West Coast,Sat,5-Sep-15,5:40 PM,Subiaco,"36,165",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,St Kilda,66,-74,L,Collingwood,Fri,17-Apr-15,7:50 PM,M.C.G.,"45,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
