,,,,,,,,,,,max,100,,,,Rainfall Bins,0,1,10,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Round,Team,Score,Margin,WinLoss,Opposition,Day,Date,Start Time,Venue,Attendance,Rainfall(mm),,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2015,R18,Essendon,40,-87,L,Western Bulldogs,Sun,2-Aug-15,3:20 PM,Docklands,"33,466",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Essendon,53,-69,L,Geelong,Sat,6-Jun-15,7:20 PM,Docklands,"40,632",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Essendon,69,9,W,Melbourne,Sat,11-Jul-15,1:40 PM,M.C.G.,"38,861",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Essendon,82,-11,L,North Melbourne,Fri,15-May-15,7:50 PM,Docklands,"43,972",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Essendon,68,-25,L,North Melbourne,Fri,17-Jul-15,7:50 PM,Docklands,"31,025",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Essendon,116,-13,L,Port Adelaide,Sat,25-Jul-15,7:20 PM,Docklands,"23,705",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Essendon,47,-27,L,Richmond,Sat,29-Aug-15,7:20 PM,M.C.G.,"37,864",3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Essendon,105,21,W,Carlton,Sat,18-Apr-15,1:45 PM,M.C.G.,"54,854",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Essendon,95,-2,L,Gold Coast,Sat,22-Aug-15,4:35 PM,Carrara,"16,253",18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Essendon,60,-12,L,Sydney,Sat,4-Apr-15,4:35 PM,Stadium Australia,"23,274",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PF,Fremantle,67,-27,L,Hawthorn,Fri,25-Sep-15,6:20 PM,Subiaco,"41,508",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Fremantle,75,7,W,Port Adelaide,Sun,5-Apr-15,4:40 PM,Subiaco,"34,099",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Fremantle,70,-27,L,Richmond,Fri,5-Jun-15,6:10 PM,Subiaco,"38,019",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R13,Fremantle,80,7,W,Collingwood,Thu,25-Jun-15,6:10 PM,Subiaco,"37,145",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Fremantle,84,21,W,Greater Western Sydney,Sun,2-Aug-15,2:40 PM,Subiaco,"34,625",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Fremantle,96,37,W,St Kilda,Sun,9-Aug-15,4:40 PM,Docklands,"16,409",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Fremantle,80,-24,L,West Coast,Sun,16-Aug-15,2:40 PM,Subiaco,"41,959",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Fremantle,83,-11,L,North Melbourne,Sun,23-Aug-15,1:10 PM,Docklands,"23,857",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Fremantle,53,-69,L,Port Adelaide,Sat,5-Sep-15,3:20 PM,Adelaide Oval,"37,922",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Fremantle,111,30,W,West Coast,Sun,19-Apr-15,2:40 PM,Subiaco,"39,138",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Fremantle,74,14,W,Sydney,Sat,25-Apr-15,6:45 PM,Subiaco,"39,009",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Fremantle,118,68,W,Melbourne,Sun,3-May-15,1:10 PM,M.C.G.,"22,892",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Fremantle,80,28,W,Essendon,Sat,9-May-15,6:10 PM,Subiaco,"37,535",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Fremantle,101,13,W,Western Bulldogs,Sun,17-May-15,1:10 PM,Docklands,"18,170",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Fremantle,115,73,W,North Melbourne,Sat,23-May-15,5:40 PM,Subiaco,"35,836",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Fremantle,68,11,W,Adelaide,Sat,30-May-15,7:10 PM,Adelaide Oval,"45,518",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Fremantle,95,42,W,Carlton,Sat,18-Jul-15,5:40 PM,Subiaco,"33,581",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Fremantle,84,36,W,Brisbane Lions,Sun,5-Jul-15,2:40 PM,Subiaco,"32,970",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Fremantle,53,7,W,Gold Coast,Sat,13-Jun-15,1:40 PM,Carrara,"8,911",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Fremantle,82,4,W,Richmond,Sat,25-Jul-15,4:35 PM,M.C.G.,"39,777",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Fremantle,43,-72,L,Hawthorn,Sun,12-Jul-15,3:20 PM,York Park,"16,792",5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Fremantle,108,54,W,Melbourne,Sun,30-Aug-15,2:40 PM,Subiaco,"33,529",15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,QF,Fremantle,69,9,W,Sydney,Sat,12-Sep-15,1:20 PM,Subiaco,"40,071",19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Fremantle,104,44,W,Geelong,Sun,12-Apr-15,1:10 PM,Kardinia Park,"23,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Geelong,61,-62,L,Hawthorn,Mon,6-Apr-15,3:20 PM,M.C.G.,"73,584",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Geelong,92,23,W,Port Adelaide,Fri,12-Jun-15,7:20 PM,Adelaide Oval,"46,140",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Geelong,113,56,W,Brisbane Lions,Sat,1-Aug-15,1:45 PM,Kardinia Park,"21,913",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Geelong,95,32,W,Sydney,Sat,8-Aug-15,7:20 PM,Kardinia Park,"27,910",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Geelong,85,-36,L,Hawthorn,Sat,15-Aug-15,7:20 PM,M.C.G.,"55,802",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Geelong,97,0,D,St Kilda,Sat,22-Aug-15,7:20 PM,Docklands,"25,245",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Geelong,119,39,W,Adelaide,Sat,5-Sep-15,1:05 PM,Kardinia Park,"26,128",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Geelong,85,9,W,Richmond,Sat,2-May-15,1:45 PM,M.C.G.,"45,228",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Geelong,64,-56,L,West Coast,Sun,31-May-15,2:40 PM,Subiaco,"37,676",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Geelong,89,-24,L,Melbourne,Sun,21-Jun-15,3:20 PM,Kardinia Park,"28,007",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Geelong,100,41,W,Collingwood,Fri,8-May-15,7:50 PM,M.C.G.,"52,152",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Geelong,122,69,W,Essendon,Sat,6-Jun-15,7:20 PM,Docklands,"40,632",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Geelong,140,77,W,Carlton,Fri,22-May-15,7:50 PM,Docklands,"32,032",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Geelong,79,-41,L,North Melbourne,Sat,11-Jul-15,7:20 PM,Docklands,"31,270",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Geelong,77,-43,L,Sydney,Sat,16-May-15,7:20 PM,Stadium Australia,"28,063",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Geelong,72,8,W,Western Bulldogs,Sat,18-Jul-15,1:45 PM,Kardinia Park,"25,041",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Geelong,105,9,W,Gold Coast,Sun,19-Apr-15,3:20 PM,Kardinia Park,"20,813",5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Geelong,62,-48,L,Collingwood,Fri,28-Aug-15,7:50 PM,M.C.G.,"40,582",17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Geelong,69,27,W,Greater Western Sydney,Sat,25-Jul-15,1:45 PM,Manuka Oval,"14,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Geelong,60,-44,L,Fremantle,Sun,12-Apr-15,1:10 PM,Kardinia Park,"23,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Geelong,67,-16,L,North Melbourne,Sun,26-Apr-15,3:20 PM,Kardinia Park,"23,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Gold Coast,89,-26,L,Melbourne,Sat,4-Apr-15,1:40 PM,M.C.G.,"27,013",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Gold Coast,41,-52,L,Sydney,Sat,6-Jun-15,4:35 PM,Carrara,"13,068",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R13,Gold Coast,69,-34,L,Carlton,Sun,28-Jun-15,3:20 PM,Docklands,"30,207",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Gold Coast,125,55,W,North Melbourne,Sat,4-Jul-15,4:40 PM,Carrara,"14,444",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Gold Coast,79,-15,L,Greater Western Sydney,Sat,18-Jul-15,2:10 PM,Carrara,"9,589",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Gold Coast,83,0,D,West Coast,Sat,1-Aug-15,7:20 PM,Carrara,"9,341",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Gold Coast,114,14,W,Brisbane Lions,Sat,8-Aug-15,4:35 PM,Gabba,"19,920",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Gold Coast,76,-28,L,St Kilda,Sat,11-Apr-15,7:20 PM,Carrara,"13,649",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Gold Coast,55,-83,L,Richmond,Sun,16-Aug-15,1:10 PM,M.C.G.,"38,508",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Gold Coast,64,-63,L,Sydney,Sat,5-Sep-15,7:25 PM,S.C.G.,"25,424",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Gold Coast,78,-41,L,Adelaide,Sat,9-May-15,5:10 PM,Carrara,"12,464",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Gold Coast,51,-37,L,Port Adelaide,Sat,29-Aug-15,7:20 PM,Carrara,"9,343",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Gold Coast,63,-69,L,Collingwood,Sat,23-May-15,4:35 PM,Carrara,"16,440",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Gold Coast,73,-22,L,Western Bulldogs,Sat,11-Jul-15,4:35 PM,Cazaly's Stadium,"9,449",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Gold Coast,80,-45,L,Adelaide,Sat,25-Jul-15,1:40 PM,Adelaide Oval,"41,715",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Gold Coast,46,-7,L,Fremantle,Sat,13-Jun-15,1:40 PM,Carrara,"8,911",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Gold Coast,40,-53,L,Hawthorn,Sat,30-May-15,1:45 PM,York Park,"11,320",3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Gold Coast,43,-92,L,West Coast,Sat,16-May-15,5:40 PM,Subiaco,"26,964",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Gold Coast,96,-9,L,Geelong,Sun,19-Apr-15,3:20 PM,Kardinia Park,"20,813",5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Gold Coast,97,2,W,Essendon,Sat,22-Aug-15,4:35 PM,Carrara,"16,253",18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Gold Coast,118,64,W,Brisbane Lions,Sat,2-May-15,4:35 PM,Carrara,"12,464",83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Gold Coast,53,-66,L,Greater Western Sydney,Sat,25-Apr-15,5:40 PM,Manuka Oval,"6,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Greater Western Sydney,87,9,W,St Kilda,Sun,5-Apr-15,1:10 PM,Docklands,"18,794",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Greater Western Sydney,97,30,W,Brisbane Lions,Sun,7-Jun-15,1:10 PM,Sydney Showground,"9,079",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R11,Greater Western Sydney,77,-42,L,Collingwood,Sun,14-Jun-15,1:10 PM,M.C.G.,"43,390",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Greater Western Sydney,94,15,W,Gold Coast,Sat,18-Jul-15,2:10 PM,Carrara,"9,589",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Greater Western Sydney,63,-21,L,Fremantle,Sun,2-Aug-15,2:40 PM,Subiaco,"34,625",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R19,Greater Western Sydney,93,32,W,Essendon,Sun,9-Aug-15,3:20 PM,Sydney Showground,"10,093",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Greater Western Sydney,44,-89,L,Sydney,Sat,22-Aug-15,2:10 PM,Sydney Showground,"19,507",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Greater Western Sydney,132,81,W,Carlton,Sat,29-Aug-15,1:45 PM,Sydney Showground,"9,538",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Greater Western Sydney,77,-26,L,Melbourne,Sun,6-Sep-15,1:10 PM,Docklands,"8,974",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Greater Western Sydney,33,-87,L,West Coast,Sat,2-May-15,5:40 PM,Subiaco,"34,554",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Greater Western Sydney,108,10,W,Hawthorn,Sat,9-May-15,4:35 PM,Sydney Showground,"13,556",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Greater Western Sydney,135,78,W,Carlton,Sat,16-May-15,4:35 PM,Docklands,"16,676",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Greater Western Sydney,68,-45,L,Western Bulldogs,Sat,30-May-15,4:35 PM,Docklands,"16,395",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Greater Western Sydney,61,-56,L,North Melbourne,Sat,20-Jun-15,4:35 PM,Sydney Showground,"7,824",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Greater Western Sydney,90,-21,L,Sydney,Sat,18-Apr-15,4:35 PM,S.C.G.,"31,966",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Greater Western Sydney,90,-21,L,Port Adelaide,Sat,15-Aug-15,4:05 PM,Adelaide Oval,"32,436",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R14,Greater Western Sydney,69,-9,L,Richmond,Sat,4-Jul-15,1:40 PM,M.C.G.,"35,968",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R15,Greater Western Sydney,84,35,W,St Kilda,Sun,12-Jul-15,1:10 PM,Sydney Showground,"9,178",7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Greater Western Sydney,108,24,W,Adelaide,Sat,23-May-15,2:10 PM,Sydney Showground,"9,481",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R17,Greater Western Sydney,42,-27,L,Geelong,Sat,25-Jul-15,1:45 PM,Manuka Oval,"14,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Greater Western Sydney,101,45,W,Melbourne,Sat,11-Apr-15,2:10 PM,Manuka Oval,"8,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R4,Greater Western Sydney,119,66,W,Gold Coast,Sat,25-Apr-15,5:40 PM,Manuka Oval,"6,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,GF,Hawthorn,107,46,W,West Coast,Sat,3-Oct-15,2:30 PM,M.C.G.,"98,632",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PF,Hawthorn,94,27,W,Fremantle,Fri,25-Sep-15,6:20 PM,Subiaco,"41,508",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R1,Hawthorn,123,62,W,Geelong,Mon,6-Apr-15,3:20 PM,M.C.G.,"73,584",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R10,Hawthorn,132,63,W,St Kilda,Sun,7-Jun-15,4:40 PM,Docklands,"33,886",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R13,Hawthorn,114,38,W,Essendon,Sat,27-Jun-15,1:40 PM,M.C.G.,"62,500",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R18,Hawthorn,53,-18,L,Richmond,Fri,31-Jul-15,7:50 PM,M.C.G.,"66,305",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R2,Hawthorn,76,-2,L,Essendon,Sun,12-Apr-15,3:20 PM,M.C.G.,"59,866",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R20,Hawthorn,121,36,W,Geelong,Sat,15-Aug-15,7:20 PM,M.C.G.,"55,802",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R21,Hawthorn,86,-22,L,Port Adelaide,Fri,21-Aug-15,7:50 PM,Docklands,"28,657",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R23,Hawthorn,113,57,W,Carlton,Sat,5-Sep-15,4:40 PM,M.C.G.,"33,182",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R5,Hawthorn,130,60,W,North Melbourne,Sat,2-May-15,7:25 PM,Docklands,"38,077",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R6,Hawthorn,98,-10,L,Greater Western Sydney,Sat,9-May-15,4:35 PM,Sydney Showground,"13,556",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R7,Hawthorn,155,105,W,Melbourne,Sat,16-May-15,2:10 PM,M.C.G.,"41,935",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R8,Hawthorn,69,-4,L,Sydney,Sat,23-May-15,7:20 PM,M.C.G.,"63,319",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SF,Hawthorn,135,74,W,Adelaide,Fri,18-Sep-15,7:50 PM,M.C.G.,"70,879",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R22,Hawthorn,134,72,W,Brisbane Lions,Sat,29-Aug-15,2:10 PM,York Park,"11,731",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R3,Hawthorn,127,70,W,Western Bulldogs,Sun,19-Apr-15,1:10 PM,York Park,"15,559",2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R12,Hawthorn,114,29,W,Adelaide,Thu,18-Jun-15,7:20 PM,Adelaide Oval,"49,108",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R16,Hawthorn,146,89,W,Sydney,Sat,18-Jul-15,7:20 PM,Stadium Australia,"37,369",3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,R9,Hawthorn,93,53,W,Gold Coast,Sat,30-May-15,1:45 PM,York Park,"11,320",3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
