Year,Team 1,Team 1 Label,Team 2,Team 2 Label,Margin
2015,Essendon,ESS,Hawthorn,HAW,-18
2015,Essendon,ESS,Melbourne,MEL,9
2015,Essendon,ESS,North Melbourne,NOR,-18
2015,Essendon,ESS,Port Adelaide,POR,-13
2015,Essendon,ESS,Richmond,RIC,-20
2015,Essendon,ESS,St Kilda,STK,-54
2015,Essendon,ESS,Sydney,SYD,-12
2015,Essendon,ESS,West Coast,WCE,-50
2015,Essendon,ESS,Western Bulldogs,WBD,-87
2015,Fremantle,FRE,Adelaide,ADE,11
2015,Fremantle,FRE,Brisbane Lions,BRI,36
2015,Fremantle,FRE,Carlton,CAR,42
2015,Fremantle,FRE,Collingwood,COL,7
2015,Fremantle,FRE,Essendon,ESS,28
2015,Fremantle,FRE,Fremantle,FRE,
2015,Fremantle,FRE,Geelong,GEE,44
2015,Fremantle,FRE,Gold Coast,GCS,7
2015,Fremantle,FRE,Greater Western Sydney,GWS,21
2015,Fremantle,FRE,Hawthorn,HAW,-49.5
2015,Fremantle,FRE,Melbourne,MEL,61
2015,Fremantle,FRE,North Melbourne,NOR,31
2015,Fremantle,FRE,Port Adelaide,POR,-31
2015,Fremantle,FRE,Richmond,RIC,-11.5
2015,Fremantle,FRE,St Kilda,STK,37
2015,Fremantle,FRE,Sydney,SYD,11.5
2015,Fremantle,FRE,West Coast,WCE,3
2015,Fremantle,FRE,Western Bulldogs,WBD,13
2015,Geelong,GEE,Adelaide,ADE,39
2015,Geelong,GEE,Brisbane Lions,BRI,56
2015,Geelong,GEE,Carlton,CAR,77
2015,Geelong,GEE,Collingwood,COL,-3.5
2015,Geelong,GEE,Essendon,ESS,69
2015,Geelong,GEE,Fremantle,FRE,-44
2015,Geelong,GEE,Geelong,GEE,
2015,Geelong,GEE,Gold Coast,GCS,9
2015,Geelong,GEE,Greater Western Sydney,GWS,27
2015,Geelong,GEE,Hawthorn,HAW,-49
2015,Geelong,GEE,Melbourne,MEL,-24
2015,Geelong,GEE,North Melbourne,NOR,-28.5
2015,Geelong,GEE,Port Adelaide,POR,23
2015,Geelong,GEE,Richmond,RIC,9
2015,Geelong,GEE,St Kilda,STK,0
2015,Geelong,GEE,Sydney,SYD,-5.5
2015,Geelong,GEE,West Coast,WCE,-56
2015,Geelong,GEE,Western Bulldogs,WBD,8
2015,Gold Coast,GC,Adelaide,ADE,-43
2015,Gold Coast,GC,Brisbane Lions,BRI,39
2015,Gold Coast,GC,Carlton,CAR,-34
2015,Gold Coast,GC,Collingwood,COL,-69
2015,Gold Coast,GC,Essendon,ESS,2
2015,Gold Coast,GC,Fremantle,FRE,-7
2015,Gold Coast,GC,Geelong,GEE,-9
2015,Gold Coast,GC,Gold Coast,GCS,
2015,Gold Coast,GC,Greater Western Sydney,GWS,-40.5
2015,Gold Coast,GC,Hawthorn,HAW,-53
2015,Gold Coast,GC,Melbourne,MEL,-26
2015,Gold Coast,GC,North Melbourne,NOR,55
2015,Gold Coast,GC,Port Adelaide,POR,-37
2015,Gold Coast,GC,Richmond,RIC,-83
2015,Gold Coast,GC,St Kilda,STK,-28
2015,Gold Coast,GC,Sydney,SYD,-57.5
2015,Gold Coast,GC,West Coast,WCE,-46
2015,Gold Coast,GC,Western Bulldogs,WBD,-22
2015,Greater Western Sydney,GWS,Adelaide,ADE,24
2015,Greater Western Sydney,GWS,Brisbane Lions,BRI,30
2015,Greater Western Sydney,GWS,Carlton,CAR,79.5
2015,Greater Western Sydney,GWS,Collingwood,COL,-42
2015,Greater Western Sydney,GWS,Essendon,ESS,32
2015,Greater Western Sydney,GWS,Fremantle,FRE,-21
2015,Greater Western Sydney,GWS,Geelong,GEE,-27
2015,Greater Western Sydney,GWS,Gold Coast,GCS,40.5
2015,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2015,Greater Western Sydney,GWS,Hawthorn,HAW,10
2015,Greater Western Sydney,GWS,Melbourne,MEL,9.5
2015,Greater Western Sydney,GWS,North Melbourne,NOR,-56
2015,Greater Western Sydney,GWS,Port Adelaide,POR,-21
2015,Greater Western Sydney,GWS,Richmond,RIC,-9
2015,Greater Western Sydney,GWS,St Kilda,STK,22
2015,Greater Western Sydney,GWS,Sydney,SYD,-55
2015,Greater Western Sydney,GWS,West Coast,WCE,-87
2015,Greater Western Sydney,GWS,Western Bulldogs,WBD,-45
2015,Hawthorn,HAW,Adelaide,ADE,51.5
2015,Hawthorn,HAW,Brisbane Lions,BRI,72
2015,Hawthorn,HAW,Carlton,CAR,97.5
2015,Hawthorn,HAW,Collingwood,COL,10
2015,Hawthorn,HAW,Essendon,ESS,18
2015,Hawthorn,HAW,Fremantle,FRE,49.5
2015,Hawthorn,HAW,Geelong,GEE,49
2015,Hawthorn,HAW,Gold Coast,GCS,53
2015,Hawthorn,HAW,Greater Western Sydney,GWS,-10
2015,Hawthorn,HAW,Hawthorn,HAW,
2015,Hawthorn,HAW,Melbourne,MEL,105
2015,Hawthorn,HAW,North Melbourne,NOR,60
2015,Hawthorn,HAW,Port Adelaide,POR,-15
2015,Hawthorn,HAW,Richmond,RIC,-18
2015,Hawthorn,HAW,St Kilda,STK,63
2015,Hawthorn,HAW,Sydney,SYD,42.5
2015,Hawthorn,HAW,West Coast,WCE,9.3
2015,Hawthorn,HAW,Western Bulldogs,WBD,70
2015,Melbourne,MEL,Adelaide,ADE,-25
2015,Melbourne,MEL,Brisbane Lions,BRI,24
2015,Melbourne,MEL,Carlton,CAR,-23
2015,Melbourne,MEL,Collingwood,COL,6
2015,Melbourne,MEL,Essendon,ESS,-9
2015,Melbourne,MEL,Fremantle,FRE,-61
2015,Melbourne,MEL,Geelong,GEE,24
2015,Melbourne,MEL,Gold Coast,GCS,26
2015,Melbourne,MEL,Greater Western Sydney,GWS,-9.5
2015,Melbourne,MEL,Hawthorn,HAW,-105
2015,Melbourne,MEL,Melbourne,MEL,
2015,Melbourne,MEL,North Melbourne,NOR,-35
2015,Melbourne,MEL,Port Adelaide,POR,-61
2015,Melbourne,MEL,Richmond,RIC,32
2015,Melbourne,MEL,St Kilda,STK,-19.5
2015,Melbourne,MEL,Sydney,SYD,-38
2015,Melbourne,MEL,West Coast,WCE,-54
2015,Melbourne,MEL,Western Bulldogs,WBD,-29.5
2015,North Melbourne,NOR,Adelaide,ADE,-77
2015,North Melbourne,NOR,Brisbane Lions,BRI,77
2015,North Melbourne,NOR,Carlton,CAR,64
2015,North Melbourne,NOR,Collingwood,COL,-17
2015,North Melbourne,NOR,Essendon,ESS,18
2015,North Melbourne,NOR,Fremantle,FRE,-31
2015,North Melbourne,NOR,Geelong,GEE,28.5
2015,North Melbourne,NOR,Gold Coast,GCS,-55
2015,North Melbourne,NOR,Greater Western Sydney,GWS,56
2015,North Melbourne,NOR,Hawthorn,HAW,-60
2015,North Melbourne,NOR,Melbourne,MEL,35
2015,North Melbourne,NOR,North Melbourne,NOR,
2015,North Melbourne,NOR,Port Adelaide,POR,-8
2015,North Melbourne,NOR,Richmond,RIC,3.7
2015,North Melbourne,NOR,St Kilda,STK,37
2015,North Melbourne,NOR,Sydney,SYD,5
2015,North Melbourne,NOR,West Coast,WCE,-7.5
2015,North Melbourne,NOR,Western Bulldogs,WBD,-23
2015,Port Adelaide,POR,Adelaide,ADE,10.5
2015,Port Adelaide,POR,Brisbane Lions,BRI,-37
2015,Port Adelaide,POR,Carlton,CAR,-4
2015,Port Adelaide,POR,Collingwood,COL,3
2015,Port Adelaide,POR,Essendon,ESS,13
2015,Port Adelaide,POR,Fremantle,FRE,31
2015,Port Adelaide,POR,Geelong,GEE,-23
2015,Port Adelaide,POR,Gold Coast,GCS,37
2015,Port Adelaide,POR,Greater Western Sydney,GWS,21
2015,Port Adelaide,POR,Hawthorn,HAW,15
2015,Port Adelaide,POR,Melbourne,MEL,61
2015,Port Adelaide,POR,North Melbourne,NOR,8
2015,Port Adelaide,POR,Port Adelaide,POR,
2015,Port Adelaide,POR,Richmond,RIC,-33
2015,Port Adelaide,POR,St Kilda,STK,63
2015,Port Adelaide,POR,Sydney,SYD,-29
2015,Port Adelaide,POR,West Coast,WCE,-10
2015,Port Adelaide,POR,Western Bulldogs,WBD,-13
2015,Richmond,RIC,Adelaide,ADE,-36
2015,Richmond,RIC,Brisbane Lions,BRI,79
2015,Richmond,RIC,Carlton,CAR,28.5
2015,Richmond,RIC,Collingwood,COL,48
2015,Richmond,RIC,Essendon,ESS,20
2015,Richmond,RIC,Fremantle,FRE,11.5
2015,Richmond,RIC,Geelong,GEE,-9
2015,Richmond,RIC,Gold Coast,GCS,83
2015,Richmond,RIC,Greater Western Sydney,GWS,9
2015,Richmond,RIC,Hawthorn,HAW,18
2015,Richmond,RIC,Melbourne,MEL,-32
2015,Richmond,RIC,North Melbourne,NOR,-3.7
2015,Richmond,RIC,Port Adelaide,POR,33
2015,Richmond,RIC,Richmond,RIC,
2015,Richmond,RIC,St Kilda,STK,16
2015,Richmond,RIC,Sydney,SYD,18
2015,Richmond,RIC,West Coast,WCE,-20
2015,Richmond,RIC,Western Bulldogs,WBD,-19
2015,St Kilda,STK,Adelaide,ADE,-46
2015,St Kilda,STK,Brisbane Lions,BRI,22
2015,St Kilda,STK,Carlton,CAR,-40
2015,St Kilda,STK,Collingwood,COL,-74
2015,St Kilda,STK,Essendon,ESS,54
2015,St Kilda,STK,Fremantle,FRE,-37
2015,St Kilda,STK,Geelong,GEE,0
2015,St Kilda,STK,Gold Coast,GCS,28
2015,St Kilda,STK,Greater Western Sydney,GWS,-22
2015,St Kilda,STK,Hawthorn,HAW,-63
2015,St Kilda,STK,Melbourne,MEL,19.5
2015,St Kilda,STK,North Melbourne,NOR,-37
2015,St Kilda,STK,Port Adelaide,POR,-63
2015,St Kilda,STK,Richmond,RIC,-16
2015,St Kilda,STK,St Kilda,STK,
2015,St Kilda,STK,Sydney,SYD,-97
2015,St Kilda,STK,West Coast,WCE,-74
2015,St Kilda,STK,Western Bulldogs,WBD,0.5
2015,Sydney,SYD,Adelaide,ADE,52
2015,Sydney,SYD,Brisbane Lions,BRI,21
2015,Sydney,SYD,Carlton,CAR,60
2015,Sydney,SYD,Collingwood,COL,11
2015,Sydney,SYD,Essendon,ESS,12
2015,Sydney,SYD,Fremantle,FRE,-11.5
2015,Sydney,SYD,Geelong,GEE,5.5
2015,Sydney,SYD,Gold Coast,GCS,57.5
2015,Sydney,SYD,Greater Western Sydney,GWS,55
2015,Sydney,SYD,Hawthorn,HAW,-42.5
2015,Sydney,SYD,Melbourne,MEL,38
2015,Sydney,SYD,North Melbourne,NOR,-5
2015,Sydney,SYD,Port Adelaide,POR,29
2015,Sydney,SYD,Richmond,RIC,-18
2015,Sydney,SYD,St Kilda,STK,97
2015,Sydney,SYD,Sydney,SYD,
2015,Sydney,SYD,West Coast,WCE,-52
2015,Sydney,SYD,Western Bulldogs,WBD,-4
2015,West Coast,WCE,Adelaide,ADE,-0.5
2015,West Coast,WCE,Brisbane Lions,BRI,53
2015,West Coast,WCE,Carlton,CAR,69
2015,West Coast,WCE,Collingwood,COL,31
2015,West Coast,WCE,Essendon,ESS,50
2015,West Coast,WCE,Fremantle,FRE,-3
2015,West Coast,WCE,Geelong,GEE,56
2015,West Coast,WCE,Gold Coast,GCS,46
2015,West Coast,WCE,Greater Western Sydney,GWS,87
2015,West Coast,WCE,Hawthorn,HAW,-9.3
2015,West Coast,WCE,Melbourne,MEL,54
2015,West Coast,WCE,North Melbourne,NOR,7.5
2015,West Coast,WCE,Port Adelaide,POR,10
2015,West Coast,WCE,Richmond,RIC,20
2015,West Coast,WCE,St Kilda,STK,74
2015,West Coast,WCE,Sydney,SYD,52
2015,West Coast,WCE,West Coast,WCE,
2015,West Coast,WCE,Western Bulldogs,WBD,33.5
2015,Western Bulldogs,WBD,Adelaide,ADE,25
2015,Western Bulldogs,WBD,Brisbane Lions,BRI,32
2015,Western Bulldogs,WBD,Carlton,CAR,11
2015,Western Bulldogs,WBD,Collingwood,COL,18
2015,Western Bulldogs,WBD,Essendon,ESS,87
2015,Western Bulldogs,WBD,Fremantle,FRE,-13
2015,Western Bulldogs,WBD,Geelong,GEE,-8
2015,Western Bulldogs,WBD,Gold Coast,GCS,22
2015,Western Bulldogs,WBD,Greater Western Sydney,GWS,45
2015,Western Bulldogs,WBD,Hawthorn,HAW,-70
2015,Western Bulldogs,WBD,Melbourne,MEL,29.5
2015,Western Bulldogs,WBD,North Melbourne,NOR,23
2015,Western Bulldogs,WBD,Port Adelaide,POR,13
2015,Western Bulldogs,WBD,Richmond,RIC,19
2015,Western Bulldogs,WBD,St Kilda,STK,-0.5
2015,Western Bulldogs,WBD,Sydney,SYD,4
2015,Western Bulldogs,WBD,West Coast,WCE,-33.5
2015,Western Bulldogs,WBD,Western Bulldogs,WBD,
2016,Adelaide,ADE,Adelaide,ADE,
2016,Adelaide,ADE,Brisbane Lions,BRI,138
2016,Adelaide,ADE,Carlton,CAR,60
2016,Adelaide,ADE,Collingwood,COL,28
2016,Adelaide,ADE,Essendon,ESS,82
2016,Adelaide,ADE,Fremantle,FRE,52.5
2016,Adelaide,ADE,Geelong,GEE,-28
2016,Adelaide,ADE,Gold Coast,GCS,75
2016,Adelaide,ADE,Greater Western Sydney,GWS,22
2016,Adelaide,ADE,Hawthorn,HAW,-3
2016,Adelaide,ADE,Melbourne,MEL,22
2016,Adelaide,ADE,North Melbourne,NOR,28.3
2016,Adelaide,ADE,Port Adelaide,POR,36.5
2016,Adelaide,ADE,Richmond,RIC,36
2016,Adelaide,ADE,St Kilda,STK,88
2016,Adelaide,ADE,Sydney,SYD,-13
2016,Adelaide,ADE,West Coast,WCE,0
2016,Adelaide,ADE,Western Bulldogs,WBD,-15
2016,Brisbane Lions,BRI,Adelaide,ADE,-138
2016,Brisbane Lions,BRI,Brisbane Lions,BRI,
2016,Brisbane Lions,BRI,Carlton,CAR,-17
2016,Brisbane Lions,BRI,Collingwood,COL,-78
2016,Brisbane Lions,BRI,Essendon,ESS,37
2016,Brisbane Lions,BRI,Fremantle,FRE,-83
2016,Brisbane Lions,BRI,Geelong,GEE,-64.5
2016,Brisbane Lions,BRI,Gold Coast,GCS,-6.5
2016,Brisbane Lions,BRI,Greater Western Sydney,GWS,-79
2016,Brisbane Lions,BRI,Hawthorn,HAW,-48
2016,Brisbane Lions,BRI,Melbourne,MEL,-63
2016,Brisbane Lions,BRI,North Melbourne,NOR,-34
2016,Brisbane Lions,BRI,Port Adelaide,POR,-85.5
2016,Brisbane Lions,BRI,Richmond,RIC,-42
2016,Brisbane Lions,BRI,St Kilda,STK,-58
2016,Brisbane Lions,BRI,Sydney,SYD,-3
2016,Brisbane Lions,BRI,West Coast,WCE,-56.5
2016,Brisbane Lions,BRI,Western Bulldogs,WBD,-53
2016,Carlton,CAR,Adelaide,ADE,-60
2016,Carlton,CAR,Brisbane Lions,BRI,17
2016,Carlton,CAR,Carlton,CAR,
2016,Carlton,CAR,Collingwood,COL,1.5
2016,Carlton,CAR,Essendon,ESS,-4.5
2016,Carlton,CAR,Fremantle,FRE,4
2016,Carlton,CAR,Geelong,GEE,19
2016,Carlton,CAR,Gold Coast,GCS,-54
2016,Carlton,CAR,Greater Western Sydney,GWS,-62
2016,Carlton,CAR,Hawthorn,HAW,-19
2016,Carlton,CAR,Melbourne,MEL,20
2016,Carlton,CAR,North Melbourne,NOR,-67
2016,Carlton,CAR,Port Adelaide,POR,2
2016,Carlton,CAR,Richmond,RIC,-9
2016,Carlton,CAR,St Kilda,STK,-51.5
2016,Carlton,CAR,Sydney,SYD,-33
2016,Carlton,CAR,West Coast,WCE,-7
2016,Carlton,CAR,Western Bulldogs,WBD,-36
2016,Collingwood,COL,Adelaide,ADE,-28
2016,Collingwood,COL,Brisbane Lions,BRI,78
2016,Collingwood,COL,Carlton,CAR,-1.5
2016,Collingwood,COL,Collingwood,COL,
2016,Collingwood,COL,Essendon,ESS,69
2016,Collingwood,COL,Fremantle,FRE,48
2016,Collingwood,COL,Geelong,GEE,24
2016,Collingwood,COL,Gold Coast,GCS,71
2016,Collingwood,COL,Greater Western Sydney,GWS,32
2016,Collingwood,COL,Hawthorn,HAW,-1
2016,Collingwood,COL,Melbourne,MEL,-40.5
2016,Collingwood,COL,North Melbourne,NOR,-40
2016,Collingwood,COL,Port Adelaide,POR,-67
2016,Collingwood,COL,Richmond,RIC,-7
2016,Collingwood,COL,St Kilda,STK,-29
2016,Collingwood,COL,Sydney,SYD,-80
2016,Collingwood,COL,West Coast,WCE,-21.5
2016,Collingwood,COL,Western Bulldogs,WBD,-12
2016,Essendon,ESS,Adelaide,ADE,-82
2016,Essendon,ESS,Brisbane Lions,BRI,-37
2016,Essendon,ESS,Carlton,CAR,4.5
2016,Essendon,ESS,Collingwood,COL,-69
2016,Essendon,ESS,Essendon,ESS,
2016,Essendon,ESS,Fremantle,FRE,-79
2016,Essendon,ESS,Geelong,GEE,-48
2016,Essendon,ESS,Gold Coast,GCS,-27.5
2016,Essendon,ESS,Greater Western Sydney,GWS,-27
2016,Essendon,ESS,Hawthorn,HAW,-108
2016,Essendon,ESS,Melbourne,MEL,13
2016,Essendon,ESS,North Melbourne,NOR,-14
2016,Essendon,ESS,Port Adelaide,POR,-61
2016,Essendon,ESS,Richmond,RIC,-28.5
2016,Essendon,ESS,St Kilda,STK,-28.5
2016,Essendon,ESS,Sydney,SYD,-81
2016,Essendon,ESS,West Coast,WCE,-78
2016,Essendon,ESS,Western Bulldogs,WBD,-40
2016,Fremantle,FRE,Adelaide,ADE,-52.5
2016,Fremantle,FRE,Brisbane Lions,BRI,83
2016,Fremantle,FRE,Carlton,CAR,-4
2016,Fremantle,FRE,Collingwood,COL,-48
2016,Fremantle,FRE,Essendon,ESS,79
2016,Fremantle,FRE,Fremantle,FRE,
2016,Fremantle,FRE,Geelong,GEE,-17
2016,Fremantle,FRE,Gold Coast,GCS,-25
2016,Fremantle,FRE,Greater Western Sydney,GWS,-55
2016,Fremantle,FRE,Hawthorn,HAW,-41
2016,Fremantle,FRE,Melbourne,MEL,-32
2016,Fremantle,FRE,North Melbourne,NOR,-31
2016,Fremantle,FRE,Port Adelaide,POR,17
2016,Fremantle,FRE,Richmond,RIC,-38
2016,Fremantle,FRE,St Kilda,STK,-34
2016,Fremantle,FRE,Sydney,SYD,-90
2016,Fremantle,FRE,West Coast,WCE,-39.5
2016,Fremantle,FRE,Western Bulldogs,WBD,-22.5
2016,Geelong,GEE,Adelaide,ADE,28
2016,Geelong,GEE,Brisbane Lions,BRI,64.5
2016,Geelong,GEE,Carlton,CAR,-19
2016,Geelong,GEE,Collingwood,COL,-24
2016,Geelong,GEE,Essendon,ESS,48
2016,Geelong,GEE,Fremantle,FRE,17
2016,Geelong,GEE,Geelong,GEE,
2016,Geelong,GEE,Gold Coast,GCS,120
2016,Geelong,GEE,Greater Western Sydney,GWS,-1.5
2016,Geelong,GEE,Hawthorn,HAW,16
2016,Geelong,GEE,Melbourne,MEL,111
2016,Geelong,GEE,North Melbourne,NOR,31
2016,Geelong,GEE,Port Adelaide,POR,48
2016,Geelong,GEE,Richmond,RIC,4
2016,Geelong,GEE,St Kilda,STK,-3
2016,Geelong,GEE,Sydney,SYD,-37.5
2016,Geelong,GEE,West Coast,WCE,44
2016,Geelong,GEE,Western Bulldogs,WBD,41
2016,Gold Coast,GC,Adelaide,ADE,-75
2016,Gold Coast,GC,Brisbane Lions,BRI,6.5
2016,Gold Coast,GC,Carlton,CAR,54
2016,Gold Coast,GC,Collingwood,COL,-71
2016,Gold Coast,GC,Essendon,ESS,27.5
2016,Gold Coast,GC,Fremantle,FRE,25
2016,Gold Coast,GC,Geelong,GEE,-120
2016,Gold Coast,GC,Gold Coast,GCS,
2016,Gold Coast,GC,Greater Western Sydney,GWS,-49.5
2016,Gold Coast,GC,Hawthorn,HAW,-26
2016,Gold Coast,GC,Melbourne,MEL,-37.5
2016,Gold Coast,GC,North Melbourne,NOR,-38
2016,Gold Coast,GC,Port Adelaide,POR,-23
2016,Gold Coast,GC,Richmond,RIC,-17
2016,Gold Coast,GC,St Kilda,STK,40
2016,Gold Coast,GC,Sydney,SYD,-38
2016,Gold Coast,GC,West Coast,WCE,-77
2016,Gold Coast,GC,Western Bulldogs,WBD,-48
2016,Greater Western Sydney,GWS,Adelaide,ADE,-22
2016,Greater Western Sydney,GWS,Brisbane Lions,BRI,79
2016,Greater Western Sydney,GWS,Carlton,CAR,62
2016,Greater Western Sydney,GWS,Collingwood,COL,-32
2016,Greater Western Sydney,GWS,Essendon,ESS,27
2016,Greater Western Sydney,GWS,Fremantle,FRE,55
2016,Greater Western Sydney,GWS,Geelong,GEE,1.5
2016,Greater Western Sydney,GWS,Gold Coast,GCS,49.5
2016,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2016,Greater Western Sydney,GWS,Hawthorn,HAW,75
2016,Greater Western Sydney,GWS,Melbourne,MEL,-2
2016,Greater Western Sydney,GWS,North Melbourne,NOR,37
2016,Greater Western Sydney,GWS,Port Adelaide,POR,52.5
2016,Greater Western Sydney,GWS,Richmond,RIC,88
2016,Greater Western Sydney,GWS,St Kilda,STK,47
2016,Greater Western Sydney,GWS,Sydney,SYD,17.66666667
2016,Greater Western Sydney,GWS,West Coast,WCE,-1
2016,Greater Western Sydney,GWS,Western Bulldogs,WBD,9.5
2016,Hawthorn,HAW,Adelaide,ADE,3
2016,Hawthorn,HAW,Brisbane Lions,BRI,48
2016,Hawthorn,HAW,Carlton,CAR,19
2016,Hawthorn,HAW,Collingwood,COL,1
2016,Hawthorn,HAW,Essendon,ESS,108
2016,Hawthorn,HAW,Fremantle,FRE,41
2016,Hawthorn,HAW,Geelong,GEE,-16
2016,Hawthorn,HAW,Gold Coast,GCS,26
2016,Hawthorn,HAW,Greater Western Sydney,GWS,-75
2016,Hawthorn,HAW,Hawthorn,HAW,
2016,Hawthorn,HAW,Melbourne,MEL,-5.5
2016,Hawthorn,HAW,North Melbourne,NOR,24
2016,Hawthorn,HAW,Port Adelaide,POR,22
2016,Hawthorn,HAW,Richmond,RIC,58
2016,Hawthorn,HAW,St Kilda,STK,3
2016,Hawthorn,HAW,Sydney,SYD,-4.5
2016,Hawthorn,HAW,West Coast,WCE,10.5
2016,Hawthorn,HAW,Western Bulldogs,WBD,-10
2016,Melbourne,MEL,Adelaide,ADE,-22
2016,Melbourne,MEL,Brisbane Lions,BRI,63
2016,Melbourne,MEL,Carlton,CAR,-20
2016,Melbourne,MEL,Collingwood,COL,40.5
2016,Melbourne,MEL,Essendon,ESS,-13
2016,Melbourne,MEL,Fremantle,FRE,32
2016,Melbourne,MEL,Geelong,GEE,-111
2016,Melbourne,MEL,Gold Coast,GCS,37.5
2016,Melbourne,MEL,Greater Western Sydney,GWS,2
2016,Melbourne,MEL,Hawthorn,HAW,5.5
2016,Melbourne,MEL,Melbourne,MEL,
2016,Melbourne,MEL,North Melbourne,NOR,-5
2016,Melbourne,MEL,Port Adelaide,POR,-2.5
2016,Melbourne,MEL,Richmond,RIC,33
2016,Melbourne,MEL,St Kilda,STK,-37.5
2016,Melbourne,MEL,Sydney,SYD,-55
2016,Melbourne,MEL,West Coast,WCE,-6
2016,Melbourne,MEL,Western Bulldogs,WBD,-32
2016,North Melbourne,NOR,Adelaide,ADE,-28.33333333
2016,North Melbourne,NOR,Brisbane Lions,BRI,34
2016,North Melbourne,NOR,Carlton,CAR,67
2016,North Melbourne,NOR,Collingwood,COL,40
2016,North Melbourne,NOR,Essendon,ESS,14
2016,North Melbourne,NOR,Fremantle,FRE,31
2016,North Melbourne,NOR,Geelong,GEE,-31
2016,North Melbourne,NOR,Gold Coast,GCS,38
2016,North Melbourne,NOR,Greater Western Sydney,GWS,-37
2016,North Melbourne,NOR,Hawthorn,HAW,-24
2016,North Melbourne,NOR,Melbourne,MEL,5
2016,North Melbourne,NOR,North Melbourne,NOR,
2016,North Melbourne,NOR,Port Adelaide,POR,-28
2016,North Melbourne,NOR,Richmond,RIC,70
2016,North Melbourne,NOR,St Kilda,STK,15
2016,North Melbourne,NOR,Sydney,SYD,-17.5
2016,North Melbourne,NOR,West Coast,WCE,-32
2016,North Melbourne,NOR,Western Bulldogs,WBD,1
2016,Port Adelaide,POR,Adelaide,ADE,-36.5
2016,Port Adelaide,POR,Brisbane Lions,BRI,85.5
2016,Port Adelaide,POR,Carlton,CAR,-2
2016,Port Adelaide,POR,Collingwood,COL,67
2016,Port Adelaide,POR,Essendon,ESS,61
2016,Port Adelaide,POR,Fremantle,FRE,-17
2016,Port Adelaide,POR,Geelong,GEE,-48
2016,Port Adelaide,POR,Gold Coast,GCS,23
2016,Port Adelaide,POR,Greater Western Sydney,GWS,-52.5
2016,Port Adelaide,POR,Hawthorn,HAW,-22
2016,Port Adelaide,POR,Melbourne,MEL,2.5
2016,Port Adelaide,POR,North Melbourne,NOR,28
2016,Port Adelaide,POR,Port Adelaide,POR,
2016,Port Adelaide,POR,Richmond,RIC,36.5
2016,Port Adelaide,POR,St Kilda,STK,33
2016,Port Adelaide,POR,Sydney,SYD,-67
2016,Port Adelaide,POR,West Coast,WCE,-8
2016,Port Adelaide,POR,Western Bulldogs,WBD,-3
2016,Richmond,RIC,Adelaide,ADE,-36
2016,Richmond,RIC,Brisbane Lions,BRI,42
2016,Richmond,RIC,Carlton,CAR,9
2016,Richmond,RIC,Collingwood,COL,7
2016,Richmond,RIC,Essendon,ESS,28.5
2016,Richmond,RIC,Fremantle,FRE,38
2016,Richmond,RIC,Geelong,GEE,-4
2016,Richmond,RIC,Gold Coast,GCS,17
2016,Richmond,RIC,Greater Western Sydney,GWS,-88
2016,Richmond,RIC,Hawthorn,HAW,-58
2016,Richmond,RIC,Melbourne,MEL,-33
2016,Richmond,RIC,North Melbourne,NOR,-70
2016,Richmond,RIC,Port Adelaide,POR,-36.5
2016,Richmond,RIC,Richmond,RIC,
2016,Richmond,RIC,St Kilda,STK,-9
2016,Richmond,RIC,Sydney,SYD,-56
2016,Richmond,RIC,West Coast,WCE,-68
2016,Richmond,RIC,Western Bulldogs,WBD,-10
2016,St Kilda,STK,Adelaide,ADE,-88
2016,St Kilda,STK,Brisbane Lions,BRI,58
2016,St Kilda,STK,Carlton,CAR,51.5
2016,St Kilda,STK,Collingwood,COL,29
2016,St Kilda,STK,Essendon,ESS,28.5
2016,St Kilda,STK,Fremantle,FRE,34
2016,St Kilda,STK,Geelong,GEE,3
2016,St Kilda,STK,Gold Coast,GCS,-40
2016,St Kilda,STK,Greater Western Sydney,GWS,-47
2016,St Kilda,STK,Hawthorn,HAW,-3
2016,St Kilda,STK,Melbourne,MEL,37.5
2016,St Kilda,STK,North Melbourne,NOR,-15
2016,St Kilda,STK,Port Adelaide,POR,-33
2016,St Kilda,STK,Richmond,RIC,9
2016,St Kilda,STK,St Kilda,STK,
2016,St Kilda,STK,Sydney,SYD,-70
2016,St Kilda,STK,West Coast,WCE,-103
2016,St Kilda,STK,Western Bulldogs,WBD,-21
2016,Sydney,SYD,Adelaide,ADE,13
2016,Sydney,SYD,Brisbane Lions,BRI,3
2016,Sydney,SYD,Carlton,CAR,33
2016,Sydney,SYD,Collingwood,COL,80
2016,Sydney,SYD,Essendon,ESS,81
2016,Sydney,SYD,Fremantle,FRE,90
2016,Sydney,SYD,Geelong,GEE,37.5
2016,Sydney,SYD,Gold Coast,GCS,38
2016,Sydney,SYD,Greater Western Sydney,GWS,-17.7
2016,Sydney,SYD,Hawthorn,HAW,4.5
2016,Sydney,SYD,Melbourne,MEL,55
2016,Sydney,SYD,North Melbourne,NOR,17.5
2016,Sydney,SYD,Port Adelaide,POR,67
2016,Sydney,SYD,Richmond,RIC,56
2016,Sydney,SYD,St Kilda,STK,70
2016,Sydney,SYD,Sydney,SYD,
